id,created_at,updated_at,nombres,apellidos,fechaNacimiento,municipio_nacimiento_id,grado_estudios,profesion_id,genero_id,fecha_fallecimiento
3305,2010/12/23 00:58:35,2010/12/23 01:02:54,Luis Enrique,Ruiz Gonzalez,NA,86,NA,NA,NA,NA
3049,2010/10/03 05:18:20,2010/10/03 05:18:20,Juliana,Padrón,NA,NA,NA,NA,NA,NA
3597,2011/03/31 01:46:03,2011/03/31 02:07:53,Camila,Rojas Ospina,NA,232,NA,NA,NA,NA
2969,2010/09/12 20:32:26,2010/09/12 20:45:10,William Alexander,Roa Salinas,NA,86,NA,NA,NA,NA
1024,2010/01/17 17:16:22,2021/02/24 03:08:45,Jose Francisco,Zuñiga Riascos,NA,NA,NA,NA,1,NA
2756,2010/07/23 14:45:57,2010/07/23 14:46:52,Blanca,González,NA,NA,NA,NA,NA,NA
3594,2011/03/30 19:25:40,2011/03/30 19:36:54,Didier,Vargas Moreno,NA,179,NA,NA,NA,NA
3237,2010/11/26 17:18:22,2010/12/07 19:15:01,Alexandra,Quintero Benavides,NA,343,NA,NA,NA,NA
3296,2010/12/17 22:38:03,2010/12/17 22:40:22,Daniel,G,NA,235,NA,NA,NA,NA
3236,2010/11/26 16:19:57,2012/06/08 21:23:07,Red Latinoamericana,De Observatorios Legislativos,NA,343,NA,NA,NA,NA
3886,2011/05/22 04:05:02,2011/05/22 04:05:02,William,Caro,NA,NA,NA,NA,NA,NA
3879,2011/05/20 23:34:33,2011/06/02 11:26:22,Luis,Fernando,NA,80,NA,NA,NA,NA
3890,2011/05/23 01:56:00,2011/05/23 01:56:00,Jaime,Castaño,NA,NA,NA,NA,NA,NA
3241,2010/11/27 05:23:45,2011/06/03 23:58:47,Mateo,Ramirez Molina,NA,232,NA,NA,NA,NA
3132,2010/10/20 01:47:39,2010/10/20 01:51:08,Maria Paula,Gomez,NA,4,NA,NA,NA,NA
2598,2010/05/21 14:40:16,2010/05/21 14:40:16,José Noe,Ríos Muñoz,NA,NA,NA,NA,NA,NA
3235,2010/11/25 12:03:51,2010/11/25 16:31:14,Jimena,Galindo,NA,26,NA,NA,NA,NA
2589,2010/05/19 20:02:22,2018/01/23 18:01:55,Jose Hernando,Bermudez Vargas,NA,NA,NA,NA,1,NA
2606,2010/05/27 13:53:51,2010/08/19 16:59:15,David,Jiménez Patiño,NA,256,NA,NA,NA,NA
3591,2011/03/30 14:08:55,2011/03/30 14:16:40,Carlos,Castro,NA,4,NA,NA,NA,NA
2970,2010/09/13 02:54:46,2010/09/13 02:55:44,Laura,Perez,NA,NA,NA,NA,NA,NA
3963,2011/06/07 21:30:36,2011/06/15 12:24:07,Orlando,Muñoz Carvajal,NA,86,NA,NA,NA,NA
3294,2010/12/17 14:59:48,2010/12/17 14:59:48,Wilmar,Matiz,NA,NA,NA,NA,NA,NA
3234,2010/11/24 14:09:30,2010/11/24 14:15:00,Albey Yolima,Quintero Rodriguez,NA,113,NA,NA,NA,NA
2599,2010/05/25 04:52:55,2010/05/25 04:56:03,Marly Andrea,Parra Gonzalez,NA,NA,NA,NA,NA,NA
3292,2010/12/16 22:49:55,2011/06/11 13:28:02,Armando,Enciso Gamboa,NA,NA,NA,NA,NA,NA
3940,2011/06/02 13:09:55,2011/06/02 19:04:11,Laura,Wills Otero,NA,86,NA,NA,NA,NA
3968,2011/06/08 00:53:19,2011/06/08 00:57:43,Dilber Leandro,Vargas Diaz,NA,NA,NA,NA,NA,NA
1084,2010/01/17 17:16:23,2021/02/27 16:45:26,Carlos H,Andrade Obando,NA,NA,NA,NA,1,NA
2644,2010/06/04 18:07:31,2021/02/12 15:48:45,Salomon,Nader Nader,NA,68,U,193,1,NA
679,2010/01/17 17:16:14,2021/03/19 17:45:07,Dieb Nicolas,Maloof Cuse,1964-04-19,5,NA,180,1,NA
2250,2010/02/16 18:34:50,2021/02/28 23:20:47,Ernesto,Chaparro Gomez,NA,NA,NA,NA,1,NA
307,2010/01/17 17:16:07,2021/01/19 21:13:54,Carlos Ivan,Adrada Aguilar,NA,379,NA,174,1,NA
603,2010/01/17 17:16:13,2021/03/13 12:52:42,Gustavo Adolfo,Guerra Lemoine,NA,NA,NA,NA,1,NA
831,2010/01/17 17:16:17,2021/03/10 06:37:20,Rafael Antonio,Quintero Garcia,NA,NA,NA,NA,1,NA
3699,2011/04/21 23:51:11,2011/04/21 23:55:25,Jose Rafael,Peña Fernandez,NA,NA,NA,NA,NA,NA
3588,2011/03/29 19:58:27,2011/04/12 20:18:34,David Esteban,González Q,NA,4,NA,NA,NA,NA
3291,2010/12/16 22:16:02,2010/12/16 22:18:08,Daniel,Gon,NA,218,NA,NA,NA,NA
3232,2010/11/23 20:19:01,2010/11/23 20:25:41,Mayra,Arango,NA,2,NA,NA,NA,NA
3163,2010/11/01 13:44:36,2010/11/01 14:05:20,Mateo,Ramirez Molina,1990-06-23,232,NA,NA,NA,NA
2602,2010/05/26 18:57:13,2010/06/22 20:45:41,José,Regendorf,NA,NA,NA,NA,NA,NA
3587,2011/03/29 17:48:07,2011/03/29 17:52:44,Juan,Bernal,NA,NA,NA,NA,NA,NA
2604,2010/05/26 22:11:51,2010/05/26 22:16:25,Eduardo,Rodriguez Madriñan,NA,NA,NA,NA,NA,NA
3499,2011/03/08 18:23:13,2011/03/10 18:16:02,Grupo Educación,En Género,NA,NA,NA,NA,NA,NA
9824,2014/05/06 13:22:35,2014/05/07 09:41:01,Viviana,Castillo,NA,NA,NA,NA,NA,NA
2595,2010/05/21 14:40:09,2010/05/21 14:40:09,José Noe,Ríos Muñoz,NA,NA,NA,NA,NA,NA
2596,2010/05/21 14:40:09,2010/05/21 14:40:09,José Noe,Ríos Muñoz,NA,NA,NA,NA,NA,NA
2597,2010/05/21 14:40:15,2010/05/21 14:40:15,José Noe,Ríos Muñoz,NA,NA,NA,NA,NA,NA
3964,2011/06/07 21:52:28,2011/06/07 21:54:26,John,Corrales,NA,47,NA,NA,NA,NA
4094,2011/07/05 00:39:40,2011/07/05 00:42:52,Adiela,Salazar,NA,NA,NA,NA,NA,NA
3967,2011/06/08 00:52:42,2011/06/08 00:57:18,Daniel,Cano,NA,348,NA,NA,NA,NA
2590,2010/05/20 21:46:31,2011/05/12 19:40:45,Marce,Vega,1988-09-07,74,NA,NA,NA,NA
6617,2013/05/20 18:47:45,2013/05/28 19:58:39,Fabio Eduardo,Lopez Correa,1950-02-20,48,NA,NA,NA,NA
6862,2013/08/01 18:11:34,2013/08/01 18:21:14,Arturo,Ceron,NA,86,NA,NA,NA,NA
14513,2018/02/20 16:25:58,2018/02/20 16:26:40,Luis Gonzalo,Chavarria Lopez,NA,NA,NA,NA,NA,NA
4095,2011/07/05 00:58:30,2011/07/05 01:01:28,Humberto,Bedoya,NA,NA,NA,NA,NA,NA
3961,2011/06/07 18:21:45,2013/11/26 05:50:12,Daniel,Quiroga,NA,NA,NA,NA,NA,NA
2613,2010/05/27 19:29:28,2010/05/27 19:29:28,Paola,Tovar,NA,NA,NA,NA,NA,NA
2611,2010/05/27 19:28:50,2012/05/25 18:26:08,Partido,Alas,NA,NA,NA,NA,NA,NA
4241,2011/08/04 16:54:04,2011/08/04 16:54:04,Justicia,Comunitaria,NA,NA,NA,NA,NA,NA
3125,2010/10/18 21:47:15,2010/10/18 22:03:00,Karen,Parrado,NA,86,NA,NA,NA,NA
2616,2010/05/27 19:54:42,2011/04/15 21:14:53,Partido,Cambio Radical,NA,4,NA,NA,NA,NA
3496,2011/03/05 22:34:43,2011/03/05 22:37:19,Carlos Hugot,Betancourt Velez,NA,NA,NA,NA,NA,NA
3124,2010/10/18 16:53:46,2011/04/08 02:56:03,Fabian,Ospina Torres,NA,2,NA,NA,NA,NA
3694,2011/04/20 15:28:01,2011/04/20 15:34:32,Karen Gisela,Poveda Rocha,NA,NA,NA,NA,NA,NA
3226,2010/11/22 20:05:56,2010/11/22 20:10:24,Maria Isabel,Torres Rios,NA,146,NA,NA,NA,NA
3495,2011/03/05 16:39:22,2011/03/05 16:44:57,Sandra Patricia,Angarita Martinez,NA,NA,NA,NA,NA,NA
3693,2011/04/20 14:14:17,2011/04/20 14:15:04,Julián Facundo,Rinaudo Correa,NA,NA,NA,NA,NA,NA
3078,2010/10/04 19:00:20,2011/03/07 14:32:34,Carlos Ramón,Gonzalez Merchán,NA,NA,NA,NA,NA,NA
6795,2013/07/03 18:00:25,2013/07/03 19:05:22,Sandra Lorena,Rojas,NA,270,NA,NA,NA,NA
3472,2011/02/26 20:35:21,2014/03/04 20:19:39,Ivan,Rondon,NA,232,NA,NA,NA,NA
3122,2010/10/17 21:19:25,2014/02/08 02:26:08,Lucy,Amparo,NA,NA,NA,NA,NA,NA
4021,2011/06/17 22:10:49,2011/06/17 22:14:11,Manuel,Marin,NA,52,NA,NA,NA,NA
3051,2010/10/03 18:41:41,2010/10/03 18:47:03,Adriana,Gonzalez,NA,86,NA,NA,NA,NA
2615,2010/05/27 19:32:26,2012/02/29 16:55:58,Movimiento De Autoridades,Indígenas De Colombia,NA,NA,NA,NA,NA,NA
6863,2013/08/02 17:07:00,2013/08/02 17:08:13,Juan David,López,NA,NA,NA,NA,NA,NA
2617,2010/05/27 20:00:34,2013/04/11 17:58:20,Partido,Conservador Colombiano,NA,NA,NA,NA,NA,NA
6899,2013/08/12 13:13:34,2013/08/12 13:19:19,Reina Julieth,Florez Melo,NA,2,NA,NA,NA,NA
2972,2010/09/13 14:55:21,2011/01/17 14:10:59,Fundación,Color De Colombia,NA,NA,NA,NA,NA,NA
3077,2010/10/04 18:59:29,2011/03/07 14:26:43,Néstor Daniel,García Colorado,NA,147,NA,NA,NA,NA
3493,2011/03/04 20:48:17,2011/06/29 20:17:07,Concejo,Cómo Vamos,NA,NA,NA,NA,NA,NA
3121,2010/10/17 19:39:11,2010/10/17 19:39:11,Ivanys,Palencia,NA,NA,NA,NA,NA,NA
3223,2010/11/22 19:19:20,2010/11/23 02:34:53,Elisa,Montañez,NA,NA,NA,NA,NA,NA
3076,2010/10/04 18:56:51,2010/10/04 18:56:51,Antanas,Mockus,NA,NA,NA,NA,NA,NA
3289,2010/12/15 23:29:56,2010/12/16 21:49:27,Raul,Plazas,NA,343,NA,NA,NA,NA
2735,2010/07/19 16:56:55,2010/07/19 16:56:55,J,Fernanda Guluma M,NA,NA,NA,NA,NA,NA
3222,2010/11/22 19:18:04,2010/11/23 02:22:22,Bertha,Mantilla,NA,NA,NA,NA,NA,NA
2990,2010/09/17 02:21:30,2011/02/07 21:52:20,Leydi Johanna,Posada Amaya,NA,4,NA,NA,NA,NA
3574,2011/03/26 19:35:27,2011/03/26 19:38:38,Catalina,Roa Martinez,NA,4,NA,NA,NA,NA
3492,2011/03/04 20:07:54,2011/03/31 16:56:47,Colombia,Líder,NA,4,NA,NA,NA,NA
12590,2018/01/26 15:45:05,2018/02/20 16:52:51,Mafredy,Meneses Naranjo,NA,NA,NA,NA,1,NA
3075,2010/10/04 17:00:53,2010/10/04 17:00:53,Juan Camilo,Restrepo Gomez,NA,NA,NA,NA,NA,NA
3490,2011/03/03 20:46:41,2012/04/11 14:57:11,Pablo,Correa Pinto,1992-03-12,343,NA,NA,NA,NA
7039,2013/09/27 14:56:10,2013/10/03 15:26:49,Laura,Ortega,NA,86,NA,NA,NA,NA
3491,2011/03/03 21:46:54,2011/05/13 21:10:05,Carlos Alberto,Ruiz Rodriguez,1951-10-29,146,NA,NA,NA,NA
3074,2010/10/04 16:59:40,2010/10/04 16:59:40,Juan Francisco,Lozano Ramírez,NA,NA,NA,NA,NA,NA
3689,2011/04/19 15:24:56,2011/04/19 15:24:56,Alexander,Moreno Briceño,NA,NA,NA,NA,NA,NA
3220,2010/11/22 18:34:02,2010/11/22 18:50:21,Jorge Andres,Alvarez Mantilla,NA,198,NA,NA,NA,NA
3073,2010/10/04 16:41:30,2010/10/04 16:41:30,Ivan Alejandro,Bossa Perez,NA,NA,NA,NA,NA,NA
9781,2014/04/09 14:08:39,2014/04/09 14:17:21,Cristina,Rico,NA,NA,NA,NA,NA,NA
6618,2013/05/20 21:37:38,2013/05/22 22:55:31,Roselis Maria,Ramos Argote,NA,30,NA,NA,NA,NA
7095,2013/10/17 01:55:37,2013/10/17 02:01:30,Eisenhoover,Bermudez,NA,250,NA,NA,NA,NA
12709,2018/01/26 21:29:16,2018/02/20 19:28:15,Edwin Fabian,Orduz Diaz,NA,NA,NA,NA,1,NA
6619,2013/05/21 00:48:38,2013/06/24 12:57:52,María Camila,Veléz Velandia,NA,1,NA,NA,NA,NA
3558,2011/03/23 21:11:19,2011/08/08 16:48:54,Julio,Suarez,NA,NA,NA,NA,NA,NA
3203,2010/11/17 16:53:03,2010/11/17 16:53:03,Julio Nel,Calpa Pismag,NA,NA,NA,NA,NA,NA
3072,2010/10/04 16:40:47,2010/10/04 16:40:47,Humberto,Quijano,NA,NA,NA,NA,NA,NA
3219,2010/11/22 17:49:45,2010/11/29 17:13:08,Jimmy,Mora,NA,4,NA,NA,NA,NA
3218,2010/11/22 17:24:13,2010/11/22 17:27:46,Ma,Cd,NA,4,NA,NA,NA,NA
3687,2011/04/19 02:21:39,2011/04/19 02:24:43,Michelle,Torres,NA,343,NA,NA,NA,NA
3686,2011/04/18 23:54:53,2012/06/02 02:19:23,Jhon,Jairo López,NA,NA,NA,NA,NA,NA
3070,2010/10/04 16:30:20,2010/10/04 16:30:20,Mauricio,Jaramillo Martinez,NA,NA,NA,NA,NA,NA
12716,2018/01/26 21:42:08,2018/02/20 19:41:39,Alba Patricia,Guerrero Ramirez,NA,NA,UI,174,NA,NA
3573,2011/03/26 04:50:27,2011/03/26 04:50:27,Fabio,Palacios,NA,NA,NA,NA,NA,NA
3908,2011/05/25 19:58:11,2011/05/30 18:52:15,Wilson Mauricio,Rodríguez Triviño,NA,86,NA,NA,NA,NA
5661,2012/07/18 19:07:26,2012/07/18 19:08:57,Juan Bernardo,Uribe Estrada,NA,NA,NA,NA,NA,NA
4238,2011/08/04 11:21:34,2011/08/04 12:37:55,Gustavo Alonso,Rodriguez,NA,343,NA,NA,NA,NA
3116,2010/10/14 16:36:39,2011/09/20 23:43:48,Kenner Stivens,Marin Eusse,NA,48,NA,NA,NA,NA
6901,2013/08/12 13:25:39,2013/08/12 13:27:11,Eduardo,Acostamadiedo Gutiérrez,NA,86,NA,NA,NA,NA
7040,2013/09/27 17:51:25,2013/09/27 18:22:00,David Enrique,Padilla Vargas,NA,55,NA,NA,NA,NA
3107,2010/10/12 05:09:20,2010/10/12 05:10:45,Yamid,Gonzalez,NA,NA,NA,NA,NA,NA
3204,2010/11/17 16:57:06,2010/11/17 16:57:06,Luis Humberto,Cuaspud,NA,NA,NA,NA,NA,NA
2751,2010/07/21 19:13:19,2010/07/21 19:13:19,Cristian,Arrieta,NA,NA,NA,NA,NA,NA
3069,2010/10/04 16:29:44,2010/10/04 16:29:44,José Noé,Rios Muñoz,NA,NA,NA,NA,NA,NA
3474,2011/02/27 07:44:46,2011/02/27 07:51:00,Abel,Fuentes,NA,104,NA,NA,NA,NA
3112,2010/10/13 17:21:21,2010/10/13 17:21:21,Luis,Felipe Cepeda,NA,NA,NA,NA,NA,NA
3071,2010/10/04 16:38:40,2015/05/25 12:59:14,Carlos Alberto,Baena López,NA,NA,NA,NA,NA,NA
2752,2010/07/22 00:43:26,2014/04/23 10:50:53,Angélica,Latorre Coronado,NA,NA,NA,NA,NA,NA
3068,2010/10/04 16:19:25,2011/06/23 16:43:48,Alvaro Hernán,Caicedo Escobar,NA,NA,NA,NA,NA,NA
3067,2010/10/04 16:12:01,2010/10/04 16:12:01,Luis Alfolso,Ramírez,NA,NA,NA,NA,NA,NA
3111,2010/10/13 17:08:37,2010/12/06 15:20:06,Mm,Rr,2010-01-01,246,NA,NA,NA,NA
3066,2010/10/04 16:08:38,2010/11/02 16:46:32,Fernando,Araujo Perdomo,NA,NA,NA,NA,NA,NA
2748,2010/07/21 11:39:19,2010/07/21 11:41:23,Ivan,Unigarro,NA,86,NA,NA,NA,NA
3483,2011/03/02 17:53:09,2011/03/02 17:58:24,Katherine Grace,Lamprea Garcia,1991-09-03,76,NA,NA,NA,NA
720,2010/01/17 17:16:15,2020/06/16 05:22:15,Jorge Armando,Monroy Ruiz,NA,NA,NA,NA,1,NA
3065,2010/10/04 15:58:38,2010/11/02 16:59:49,Antonio,Alvarez Lleras,NA,NA,NA,NA,NA,NA
3064,2010/10/04 15:50:07,2010/10/04 15:50:07,Luis Alberto,Cuaces,NA,NA,NA,NA,NA,NA
3212,2010/11/19 01:26:17,2010/11/19 01:28:24,Nicolás,Galvis,NA,86,NA,NA,NA,NA
3682,2011/04/16 01:07:05,2012/07/12 16:55:52,Nestor,Lagos,1987-10-22,86,NA,NA,NA,NA
3216,2010/11/22 16:01:09,2012/12/07 19:34:28,Julian,Arevalo,1978-06-07,NA,NA,NA,NA,NA
3215,2010/11/19 18:22:48,2013/04/18 13:45:54,Daniel,Acosta Guevara,NA,4,NA,NA,NA,NA
7108,2013/10/19 21:45:37,2013/10/20 17:32:34,Nelson Fernando,Bermeo Reinoso,NA,146,NA,NA,NA,NA
12869,2018/01/30 19:13:48,2018/02/20 20:04:02,Soraya Hidalides,Bayuelo Castellar,NA,14,TI,NA,2,NA
7097,2013/10/17 12:17:04,2013/10/17 12:21:30,Camila,Tenorio,NA,86,NA,NA,NA,NA
3063,2010/10/04 15:44:43,2010/10/04 15:44:43,Miguel Angel,Florez Rivera,NA,NA,NA,NA,NA,NA
3480,2011/03/01 20:47:50,2011/03/01 20:47:50,Juan,David Bermudez,NA,NA,NA,NA,NA,NA
12862,2018/01/30 19:05:10,2018/02/20 20:30:45,Carlos Humberto,Isaza Rodriguez,NA,NA,E,174,1,NA
4212,2011/07/29 13:49:12,2011/07/29 13:49:12,Julián,Moreno Sierra,NA,NA,NA,NA,NA,NA
3566,2011/03/24 21:44:44,2011/03/24 21:46:41,Clientes,De Cali,NA,212,NA,NA,NA,NA
3924,2011/05/29 16:07:58,2011/05/29 16:10:28,Natalia,Avila,1993-07-25,26,NA,NA,NA,NA
3062,2010/10/04 15:39:20,2010/10/04 15:39:20,Alonso,Tobon Tobon,NA,NA,NA,NA,NA,NA
3209,2010/11/18 23:33:14,2010/11/18 23:35:00,Melissa,Rincón Rodriguez,NA,NA,NA,NA,NA,NA
4235,2011/08/03 14:09:00,2011/08/03 14:10:39,Hector,Paez,NA,343,NA,NA,NA,NA
3061,2010/10/04 15:24:29,2010/10/04 15:24:29,Sixto Manuel,Garcia Mejia,NA,NA,NA,NA,NA,NA
6903,2013/08/12 17:02:17,2013/08/12 17:03:43,Cristian,Villamizar Peña,NA,2,NA,NA,NA,NA
2743,2010/07/20 19:09:52,2010/10/04 11:40:28,Maria,Zerdas,1959-05-12,28,NA,NA,NA,NA
4099,2011/07/05 18:33:04,2011/07/14 15:48:34,Adriana,Hinestrosa,NA,NA,NA,NA,NA,NA
3857,2011/05/17 20:23:11,2012/07/24 20:05:44,Ruta Pacífica,De Las Mujeres,NA,NA,NA,NA,NA,NA
3205,2010/11/17 17:21:59,2010/11/17 17:21:59,Yenny,Boada Ortega,NA,NA,NA,NA,NA,NA
7110,2013/10/22 11:32:30,2013/10/22 11:35:17,Angela,Rodriguez Ardila,NA,NA,NA,NA,NA,NA
9572,2014/02/14 12:41:08,2014/02/14 12:41:08,Jorge Enrique,Rozo Rodríguez,NA,NA,NA,NA,NA,NA
2739,2010/07/20 16:10:24,2010/07/20 16:12:19,Jorge Andres,Alvarez Mantilla,1989-04-11,4,NA,NA,NA,NA
3057,2010/10/04 15:10:45,2013/06/11 16:26:00,Alvaro,Araujo Noguera,NA,NA,NA,NA,NA,NA
2979,2010/09/14 00:23:56,2010/09/14 00:26:43,Luis Alejandro,Castilla Rodriguez,1985-11-04,146,NA,NA,NA,NA
2742,2010/07/20 18:37:07,2010/07/20 18:39:25,Cesar Augusto,Montanez Camacho,1972-08-01,28,NA,NA,NA,NA
3670,2011/04/14 01:37:59,2011/04/14 01:39:13,Diana Patricia,Cárdenas Monsalve,NA,11,NA,NA,NA,NA
3060,2010/10/04 15:20:17,2010/10/04 15:20:17,Javier,Pinilla Palacios,NA,NA,NA,NA,NA,NA
3059,2010/10/04 15:13:57,2010/10/04 15:13:57,Luis Javier,Pinilla Palacios,NA,NA,NA,NA,NA,NA
2741,2010/07/20 18:28:32,2010/07/20 18:30:29,Bertha,Mantilla Camacho,1956-02-22,28,NA,NA,NA,NA
1951,2010/02/05 22:09:03,2018/02/20 22:18:47,Omar De Jesus,Hoyos Agudelo,NA,12,E,174,1,NA
2649,2010/06/08 16:59:02,2010/06/09 04:43:38,Julia,Hernandez,NA,NA,NA,NA,NA,NA
3206,2010/11/17 17:23:19,2010/11/17 17:23:19,Miguel Ángel,Flórez Rivera,NA,NA,NA,NA,NA,NA
3348,2011/01/19 22:48:02,2018/04/23 17:25:49,Jorge Mario,Ocampo Zuluaga,NA,12,NA,NA,NA,NA
2740,2010/07/20 16:33:47,2010/07/20 16:37:01,Ana Maria,Alvarez,1991-02-28,198,NA,NA,NA,NA
3058,2010/10/04 15:12:35,2010/10/04 15:12:35,Luis Javier,Pinilla Palacio,NA,NA,NA,NA,NA,NA
3700,2011/04/22 07:49:29,2011/04/22 08:03:20,Tatiana,Rojas,NA,NA,NA,NA,NA,NA
4023,2011/06/18 15:10:57,2011/06/28 21:39:18,Jose Ricaute,Sanchez Perez,NA,186,NA,NA,NA,NA
3870,2011/05/18 22:30:14,2011/05/18 22:32:03,Laura,Hamon,NA,NA,NA,NA,NA,NA
3896,2011/05/23 23:40:11,2011/05/23 23:51:02,Favio,Restrepo,NA,51,NA,NA,NA,NA
3702,2011/04/22 13:15:05,2011/04/22 13:28:29,Jose,Elberth Vera A,1962-04-20,NA,NA,NA,NA,NA
3900,2011/05/24 16:15:41,2011/05/24 16:18:31,Andres Yelenka,Velandia Rojas,NA,86,NA,NA,NA,NA
4101,2011/07/06 14:29:07,2011/07/06 14:39:29,Andres Jobani,Muñoz Gil,NA,86,NA,NA,NA,NA
3898,2011/05/24 12:21:22,2012/07/03 06:45:11,Manuel,Cortes Granados,1976-07-16,343,NA,NA,NA,NA
3903,2011/05/24 16:28:40,2011/09/08 16:54:59,Corporación Acción,Ciudadana Colombia,NA,NA,NA,NA,NA,NA
4214,2011/07/30 16:46:34,2011/07/30 17:00:35,Sebastian,Lippez De Castro,NA,86,NA,NA,NA,NA
7100,2013/10/18 00:23:37,2013/10/18 00:28:49,Ximena,Buitròn,NA,NA,NA,NA,NA,NA
3922,2011/05/29 01:07:34,2011/05/29 01:17:39,Alcibiades,Vallejo Arango,NA,48,NA,NA,NA,NA
4039,2011/06/20 19:24:35,2012/06/09 13:29:27,Cesar Leonardo,Bolaños Cardenas,NA,348,NA,NA,NA,NA
4233,2011/08/03 11:46:52,2011/08/03 11:53:21,Gonzalo,Rojas,NA,21,NA,NA,NA,NA
3843,2011/05/16 00:04:50,2011/05/16 00:24:37,Laura,Robles,NA,232,NA,NA,NA,NA
9828,2014/05/06 15:27:13,2014/05/06 15:27:14,Sammy,Romero Berendt,NA,NA,NA,NA,NA,NA
6907,2013/08/13 18:26:01,2013/08/13 18:27:24,Jorge Andrés,Almanza Alarcón,NA,86,NA,NA,NA,NA
3837,2011/05/14 10:39:45,2011/05/14 11:27:37,Laurence,Pecqueur,NA,NA,NA,NA,NA,NA
538,2010/01/17 17:16:11,2020/12/04 23:24:50,Oscar Luis,Fernandez Ruiz,NA,NA,NA,NA,1,NA
2608,2010/05/27 19:23:38,2014/12/16 16:55:05,Partido,Liberal Colombiano,1931-07-16,343,NA,NA,NA,NA
10411,2014/11/14 23:41:04,2014/11/14 23:41:04,Kenia,Garcia,NA,NA,NA,NA,NA,NA
3854,2011/05/17 16:01:10,2015/10/21 16:16:25,Eduardo,Jaramillo Hoyos,NA,NA,NA,NA,NA,NA
6623,2013/05/22 20:16:41,2013/05/22 20:25:52,Shara,Urcuqui Gomez,NA,1,NA,NA,NA,NA
3859,2011/05/17 22:52:32,2011/05/17 22:55:04,Manuel,Cortes Granados,NA,4,NA,NA,NA,NA
3778,2011/05/09 15:36:29,2011/05/09 15:36:29,Jairo,Arenas Gutiérrez,NA,NA,NA,NA,NA,NA
12912,2018/01/30 21:25:13,2018/02/20 22:26:53,Jose Andres,Quessep Primera,NA,NA,NA,NA,1,NA
3891,2011/05/23 03:59:42,2012/01/25 04:33:59,Sergio Iván,Giraldo García,NA,70,NA,NA,NA,NA
3821,2011/05/11 15:29:16,2013/06/11 16:49:08,Luis Felipe,Barrios Barrios,NA,NA,NA,NA,NA,NA
3707,2011/04/24 20:14:53,2011/04/24 20:19:54,Daniel,Acosta,NA,232,NA,NA,NA,NA
3934,2011/06/01 15:38:17,2012/09/21 17:49:59,Isabella,Tovar Velásquez,NA,86,NA,NA,NA,NA
3935,2011/06/01 16:26:00,2011/06/01 16:26:00,Jenny,Cruz Orjuela,NA,NA,NA,NA,NA,NA
3920,2011/05/28 15:51:02,2011/05/28 15:53:45,Alexander,Rodriguez Moreno,NA,137,NA,NA,NA,NA
3846,2011/05/16 18:31:19,2012/10/31 13:20:15,Asociación Colombia Soy Yo,Csy,NA,NA,NA,NA,NA,NA
3855,2011/05/17 16:04:07,2011/05/17 16:04:07,Ruby,Infante Cárdenas,NA,NA,NA,NA,NA,NA
3863,2011/05/18 03:06:01,2011/05/18 03:14:47,Samir,Garcia Rodriguez,NA,NA,NA,NA,NA,NA
3873,2011/05/19 19:56:45,2011/05/19 19:56:45,Monica,Pachos,NA,NA,NA,NA,NA,NA
3810,2011/05/11 14:03:09,2011/05/11 14:04:48,Diana,Ruiz,NA,86,NA,NA,NA,NA
3812,2011/05/11 15:05:54,2011/05/11 15:05:54,Zuleta Enciso,Édgar,NA,NA,NA,NA,NA,NA
3815,2011/05/11 15:12:05,2011/05/11 15:12:05,Modesto Ismael,Beltrán Rodríguez,NA,NA,NA,NA,NA,NA
3811,2011/05/11 15:03:16,2016/10/07 15:21:35,Héctor,Valencia Henao,NA,NA,NA,NA,NA,NA
12865,2018/01/30 19:09:50,2018/02/20 22:36:08,Yobany,Orozco Valenciano,1977-01-27,459,UI,193,1,NA
3814,2011/05/11 15:09:40,2015/10/21 16:11:08,Alejandro,Suárez Mesa,NA,NA,NA,NA,NA,NA
3813,2011/05/11 15:08:00,2015/10/21 16:17:11,Édgar,Zuleta Enciso,NA,NA,NA,NA,NA,NA
9829,2014/05/06 16:22:31,2014/05/06 16:22:31,Alexandra,Ramírez Rodríguez,NA,NA,NA,NA,NA,NA
3816,2011/05/11 15:15:49,2015/10/21 16:17:53,Gustavo Adolfo,Aristizabal Arango,NA,NA,NA,NA,NA,NA
3824,2011/05/11 15:34:27,2011/05/11 15:34:27,Samuel,Moreno Díaz,NA,NA,NA,NA,NA,NA
6624,2013/05/22 20:46:12,2013/05/28 20:20:18,Edgar Alejandro,Tique Largo,1990-01-26,86,NA,NA,NA,NA
1037,2010/01/17 17:16:22,2021/03/09 13:00:43,Julio Cesar,Caicedo Zamorano,NA,NA,NA,NA,1,NA
390,2010/01/17 17:16:08,2021/03/13 21:06:45,Vicente,Blel Saad,1950-12-17,296,Po,180,1,NA
1061,2010/01/17 17:16:22,2020/12/03 18:47:57,Fernando Carlos,Tinoco Tamara,NA,NA,NA,NA,1,NA
551,2010/01/17 17:16:12,2021/02/05 22:00:58,Wladimiro,Garces Machado,NA,NA,T,223,1,NA
706,2010/01/17 17:16:15,2021/02/28 03:40:33,Cesar Augusto,Mejia Urrea,1952-04-05,147,U,193,1,NA
682,2010/01/17 17:16:15,2020/12/08 15:42:23,Leonor Mary,Marmolejo De Rojas,NA,NA,NA,NA,2,NA
