id|persona_id|cargo|fecha|fecha_final|activo|usercreated|usermodified|created_at|updated_at
172|171|Otros Servicios Jefe Planeacion Municipal de Neiva|03/06/92|30/10/93|TRUE|NA|NA|2010-01-17 17:34:59|2010-06-02 21:17:14
854|679|Servicios de Salud Residente Neurocirujano Hospital General de Agudos Argentina|01/01/89|01/01/90|TRUE|NA|NA|2010-09-16 16:01:11|2010-09-16 16:01:11
855|47|Estatal Presidente Findeter|01/01/92|31/12/93|TRUE|NA|NA|2010-09-16 16:19:51|2010-09-16 16:19:51
856|47|Estatal Viceministro Ministerio de Agricultura|01/01/89|31/12/90|TRUE|NA|NA|2010-09-16 16:19:51|2010-09-16 16:19:51
276|99|Estatal Miembro Junta Directiva de la Central Hidroeléctrica de Caldas Departamento de Caldas|01/01/83|31/12/83|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-30 17:01:53
277|99|Estatal Juez Segundo Civil Municipal de Manizales Rama Judicial Caldas|12/01/63|18/02/64|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-30 17:01:53
278|99|Estatal Secretario de Educación de Caldas Gobernacion de Caldas|23/10/66|15/08/68|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-30 17:01:53
264|968|Estatal Secretario Concejo de Medellín Municipio de Medellín|01/01/95|31/12/97|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-30 19:52:03
265|968|Estatal Jefe de Orden Público Departamento de Antioquia|01/01/98|31/12/01|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-30 19:52:03
266|968|Estatal Gerente Aeropuerto Departamento de Antioquia|01/01/93|31/12/95|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-30 19:52:03
267|968|Estatal Auditor Contraloría Medellín y Departamento|01/01/87|31/12/91|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-30 19:52:03
192|790|Estatal Ministro de Defensa Nacional Ministerio de Defensa|01/01/91|31/12/94|TRUE|NA|NA|2010-01-17 17:35:00|2010-04-07 14:40:48
243|85|Estatal Secretario Consejo Consultivo Parlamento Latinoamericano|09/12/04|15/02/06|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 14:59:29
227|843|Estatal Jefe División Financiera Corporación Social Cundinamarca|01/01/84|31/12/86|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-05 16:35:01
857|47|Otros Servicios Director Ejecutivo Fedepalma|01/01/82|31/12/89|TRUE|NA|NA|2010-09-16 16:19:51|2010-09-16 16:19:51
292|1063|Otros Servicios Gerente General Lsa Colombia|01/07/98|30/09/03|TRUE|NA|NA|2010-01-17 17:35:01|2010-02-09 19:44:17
572|1423|Servicios de Salud JEFE DEPARTAMENTO DE CIRUGÍA GENERAL HOSPITALUNIVERSITARIO DE LA SAMARITANA|01/06/97|26/03/09|TRUE|NA|NA|2010-02-10 21:37:20|2010-02-10 21:37:20
573|1423|Servicios de Salud FUNDADOR Y PRIMER PRESIDENTE DEL COLEGIO MÉDICO COLOMBIANO COLEGIO MÉDICO COLOMBIANO|24/04/03|26/03/09|TRUE|NA|NA|2010-02-10 21:37:20|2010-02-10 21:37:20
574|1423|Servicios de Salud PRESIDENTE DE LA SOCIEDAD COLOMBIANA DE CIRUGÍA ASOCIACIÓN COLOMBIANA DE CIRUGÍA|15/08/03|15/08/07|TRUE|NA|NA|2010-02-10 21:37:20|2010-02-10 21:37:20
584|1805|Educacion y Conocimiento Docente Universidad de Los Andes|15/01/70|15/12/92|TRUE|NA|NA|2010-02-11 18:38:20|2010-02-11 18:38:20
590|2112|Estatal Abogado sustanciador Contraloría General de La Guajira|01/01/93|31/12/94|TRUE|NA|NA|2010-02-11 21:58:05|2010-02-11 21:58:05
583|1805|Estatal Consejero Distrital para la Planeación Participativa Planeación Distrital- Bogotá|01/01/01|31/12/03|TRUE|NA|NA|2010-02-11 18:38:20|2010-02-11 19:25:24
603|1763|Servicios de Salud Asesor INC|01/06/06|31/12/08|TRUE|NA|NA|2010-02-13 17:00:54|2010-02-13 17:00:54
604|1763|Servicios de Salud Asesor AGS-Fosyga|01/11/03|12/03/07|TRUE|NA|NA|2010-02-13 17:00:54|2010-02-13 17:00:54
244|85|Estatal Miembro Parlamento Latinoamericano|07/11/94|15/02/06|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 14:59:29
245|85|Estatal Reelegido Miembro Del Consejo Consultivo Parlamento Latinoamericano|09/12/04|15/02/06|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 14:59:29
246|85|Estatal Secretario General Instituto de los Seguros Sociales|02/12/98|07/08/00|TRUE|NA|NA|2010-01-17 17:35:00|2010-06-08 18:33:38
228|844|Estatal Alcalde Alcaldia Municipal Bosconia - Cesar|01/01/91|31/12/93|TRUE|NA|NA|2010-01-17 17:35:00|2010-05-05 15:33:56
232|75|Estatal Jefe de Distrito No. 2 Gobernación del Valle|01/01/91|31/12/94|TRUE|NA|NA|2010-01-17 17:35:00|2010-05-05 18:47:07
233|75|Servicios Turisticos Cordinadora Eventos Regionales Cortuvalle|01/01/86|31/12/91|TRUE|NA|NA|2010-01-17 17:35:00|2010-05-05 18:47:07
273|999|Estatal Gerente Instituto para el Desarrollo Santander|01/01/89|31/12/91|TRUE|NA|NA|2010-01-17 17:35:00|2010-05-07 22:16:28
274|999|Estatal Jefe Alumbrado Público Electrificadora Santander|01/01/78|31/12/88|TRUE|NA|NA|2010-01-17 17:35:00|2010-05-07 22:16:28
275|1009|Estatal Secretario de Gobierno Alcaldía de Santa Marta|01/01/88|31/12/88|TRUE|NA|NA|2010-01-17 17:35:00|2010-05-10 15:27:08
297|1091|Otros Servicios Presidente Grupo R.E Ltda|01/01/93|19/01/06|TRUE|NA|NA|2010-01-17 17:35:01|2010-05-10 22:05:13
298|1091|Otros Servicios Vale Dictor Xlix Incae Costa Rica|06/07/99|06/08/99|TRUE|NA|NA|2010-01-17 17:35:01|2010-05-10 22:05:13
77|441|Estatal Asesora Consejería para Asuntos Internacionales Presidencia de la República|01/08/91|01/10/92|TRUE|NA|NA|2010-01-17 17:34:58|2010-04-08 21:57:58
78|441|Estatal Jefe de la Oficina para Asuntos Internacionales Ministerio de Justicia|01/10/92|01/03/93|TRUE|NA|NA|2010-01-17 17:34:58|2010-04-08 21:57:58
79|441|Estatal Asesora Despacho del Canciller Ministerio de Relaciones Exteriores|01/04/93|01/12/94|TRUE|NA|NA|2010-01-17 17:34:58|2010-04-08 21:57:58
858|47|Minerales Analista departamento de crédito Ecominas|01/01/81|01/01/81|TRUE|NA|NA|2010-09-16 16:19:51|2010-09-16 16:19:51
235|874|Estatal Gerente Corporación Social de Cundinamarca|01/01/91|31/12/92|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-26 19:06:08
288|1055|Otros Servicios Consultor Fundación Cundinamarca|15/01/91|15/12/02|TRUE|NA|NA|2010-01-17 17:35:01|2010-01-27 19:35:32
859|578|Estatal Secretario de Obras Públicas Gobernación del Tolima|01/01/92|31/12/93|TRUE|NA|NA|2010-09-16 16:38:11|2010-09-16 16:38:11
860|563|Estatal Secretario General Gobernación de Cundinamarca|01/01/95|31/12/96|TRUE|NA|NA|2010-09-16 16:43:29|2010-09-16 16:43:29
239|906|Estatal Presidente Comisión Tercera del Senado|20/07/01|20/06/02|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-29 19:13:03
240|906|Estatal Presidente Comisión de Etica Senado|01/07/04|19/07/05|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-29 19:13:03
247|85|Estatal Asesor Para Asuntos Pol?Ticos Presidencia de la República|05/09/00|05/12/01|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 14:59:29
248|85|Estatal Subgerente Administrativo Nacional IDEMA|26/10/90|03/12/90|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 14:59:29
249|85|Estatal Jefe Departamento de Valorización Municipal de Manizales|01/11/84|06/10/85|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 14:59:29
238|894|Estatal Asesor del POT Concejo de Bogotá|02/02/97|12/02/97|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 15:20:19
250|927|Estatal Notario Notaría 38|01/01/72|31/12/77|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 15:46:24
251|927|Otros Servicios Magistrado Tribunal|01/01/92|31/12/96|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 15:46:24
252|927|Estatal Embajador Ministerio De Relaciones Exteriores|01/01/82|31/12/83|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-01 15:46:24
508|205|Estatal Gerente Caja de Previsión Social del Distrito|01/07/79|31/12/80|TRUE|NA|NA|2010-02-01 20:28:32|2010-02-01 20:28:32
509|205|Estatal Subsecretario Secretaria de Educación del Distrito|01/01/70|30/06/71|TRUE|NA|NA|2010-02-01 20:28:32|2010-02-01 20:28:32
241|906|Otros Servicios Presidente Partido Liberal Colombiano|01/12/03|30/07/04|TRUE|NA|NA|2010-01-17 17:35:00|2010-02-02 21:02:24
518|1438|Estatal Asesor Ministro de Educación Ministerio de Educación|01/08/97|31/08/98|TRUE|NA|NA|2010-02-03 07:09:42|2010-02-03 07:09:42
519|1438|Educacion y Conocimiento Director Nacional de Informática y Comunicaciones Universidad Nacional|22/10/03|15/08/06|TRUE|NA|NA|2010-02-03 07:09:42|2010-02-03 07:09:42
520|1438|Educacion y Conocimiento Director de Tecnología Politécnico Grancolombiano|16/08/06|31/08/09|TRUE|NA|NA|2010-02-03 07:09:42|2010-02-03 07:09:42
303|1178|Estatal Secretario de Tránsito Secretaría de Tránsito Municipal de Santiago de Cali|01/01/04|28/02/05|TRUE|NA|NA|2010-01-17 17:35:01|2010-04-28 17:04:18
861|563|Estatal Director Icetex|01/01/91|31/12/92|TRUE|NA|NA|2010-09-16 16:43:29|2010-09-16 16:43:29
559|1404|Estatal Unidad de apoyo Asamblea Departamental|08/01/08|12/06/09|TRUE|NA|NA|2010-02-05 16:22:21|2010-02-09 21:42:06
575|1416|Ingenieria y Servicios de Construccion Asesora Externa Condominio Casa del Mar|NA|NA|TRUE|NA|NA|2010-02-10 21:45:40|2010-02-10 21:45:40
576|1416|Editorial e Industria Grafica Asesora Externa Publicar S.A.|NA|NA|TRUE|NA|NA|2010-02-10 21:45:40|2010-02-10 21:45:40
577|1416|Otros Servicios Gerente General Fundación Victor Salvi|NA|NA|TRUE|NA|NA|2010-02-10 21:45:40|2010-02-10 21:45:40
253|932|Estatal Subdirector Sena - Boyacá|01/01/89|31/12/95|TRUE|NA|NA|2010-01-17 17:35:00|2010-04-06 20:16:34
256|87|Estatal Secretaria de Salud Departamental Gobernación del Valle del Cauca|01/01/95|31/12/97|TRUE|NA|NA|2010-01-17 17:35:00|2010-04-07 17:03:50
257|87|Estatal Presidenta del Congreso Congreso de la República|01/07/06|30/07/07|TRUE|NA|NA|2010-01-17 17:35:00|2010-05-10 20:43:40
503|205|Estatal Secretario Privado Presidencia de la República|01/07/73|06/08/74|TRUE|NA|NA|2010-02-01 20:28:32|2010-04-08 22:07:49
504|205|Estatal Cónsul del Gobierno de Colombia ante el Gobierno de Rumania Ministerio de Relaciones Exteriores|01/07/77|30/06/79|TRUE|NA|NA|2010-02-01 20:28:32|2010-04-08 22:07:49
505|205|Estatal Cónsul del Gobierno de Colombia ante el gobierno de Suecia Ministerio de Relaciones Exteriores|09/08/74|30/06/77|TRUE|NA|NA|2010-02-01 20:28:32|2010-04-08 22:07:49
506|205|Estatal Director Departamento Administrativo de Acción Comunal del Distrito Capital|01/07/71|30/06/73|TRUE|NA|NA|2010-02-01 20:28:32|2010-04-08 22:07:49
507|205|Estatal Embajador Plenipotenciario del Gobierno de Colombia ante el Reino de los Países Bajos(Haya-Holanda) Ministerio de Relaciones Exteriores|01/01/99|19/07/02|TRUE|NA|NA|2010-02-01 20:28:32|2010-04-08 22:07:49
322|248|Editorial e Industria Grafica Columnista Periodico La Tarde|01/02/86|31/12/90|TRUE|NA|NA|2010-01-17 17:35:01|2010-01-30 20:08:21
323|248|Estatal Jefe Administrativo Terminal de Transporte de Pereira|01/07/90|01/08/91|TRUE|NA|NA|2010-01-17 17:35:01|2010-01-30 20:08:21
324|248|Estatal Coordinador Programa de Reinserción de Risaralda Presidencia de la República|05/08/91|31/12/93|TRUE|NA|NA|2010-01-17 17:35:01|2010-01-30 20:08:21
578|1416|Otros Servicios Fundadora Festival Internacional de Musica de Cartagena|NA|NA|TRUE|NA|NA|2010-02-10 21:45:40|2010-02-10 21:45:40
579|1416|Servicios Turisticos Gerente Promotora de Turismo|NA|NA|TRUE|NA|NA|2010-02-10 21:45:40|2010-02-10 21:45:40
585|1805|Estatal Asesor Departamento Nacional de Planeación|01/09/94|31/05/96|TRUE|NA|NA|2010-02-11 19:01:37|2010-02-11 19:01:37
510|1405|Servicios de Salud Enfermera Instituto de Seguros Sociale|01/02/70|15/12/08|TRUE|NA|NA|2010-02-01 22:13:48|2010-02-01 22:13:48
862|563|Estatal Cónsul Berlín, Alemania Ministerio de Relaciones Exteriores|01/01/88|31/12/90|TRUE|NA|NA|2010-09-16 16:43:29|2010-09-16 16:43:29
586|1805|Estatal Representante del Presidente de la República al Comité Interinstitucional de Participación (CIP) Mininterior|15/02/96|15/03/98|TRUE|NA|NA|2010-02-11 19:01:37|2010-02-11 19:01:37
591|1954|Estatal Secretario General Instituto para el Desarrollo de Antioquia - IDEA|NA|NA|TRUE|NA|NA|2010-02-11 22:17:08|2010-02-11 22:17:08
521|1438|Otros Servicios Director de Sistemas y Consultor Bancafe|01/04/99|15/11/01|TRUE|NA|NA|2010-02-03 07:21:23|2010-02-03 07:21:23
522|1438|Educacion y Conocimiento Profesor de Catedra Univ Andes, Javeriana, Piloto, Central|30/01/98|30/11/03|TRUE|NA|NA|2010-02-03 07:21:23|2010-02-03 07:21:23
523|1438|Educacion y Conocimiento Presidente Red Nacional de Universidades - RENATA|16/08/06|15/08/08|TRUE|NA|NA|2010-02-03 07:21:23|2010-02-03 07:21:23
325|1202|Estatal Secretario Desarrollo Comunitario Municipio De Belen De Umbria|02/06/98|02/07/99|TRUE|NA|NA|2010-01-17 17:35:01|2010-01-26 17:30:56
863|563|Estatal Asistente Luis Carlos Galán Concejo de Bogotá|01/01/82|31/12/86|TRUE|NA|NA|2010-09-16 16:43:29|2010-09-16 16:43:29
336|113|Servicios de Salud Empresario Droguista Sector Droguista|01/01/72|31/01/97|TRUE|NA|NA|2010-01-17 17:35:01|2010-02-03 14:02:49
304|1182|Educacion y Conocimiento Miembro De La Junta Directiva De La Asociación Colombiana Para El Avance De La Ciencia, Acac La Asociación Colombiana Para El Avance De La Ciencia, Acac|01/09/02|31/10/04|TRUE|NA|NA|2010-01-17 17:35:01|2010-06-21 19:36:10
305|1182|Estatal Miembro De La Junta Directiva Del Icfes Icfes|01/06/02|01/09/03|TRUE|NA|NA|2010-01-17 17:35:01|2010-02-03 17:07:25
306|1182|Estatal Miembro Del Consejo Nacional De Acreditaci?N, Cna Cna|09/10/03|30/04/05|TRUE|NA|NA|2010-01-17 17:35:01|2010-02-03 17:07:25
307|1182|Educacion y Conocimiento Miembro De La Junta Directiva De La Corporaci?N Para Investigaciones Biol?Gicas, Cib Corporaci?N Para Investigaciones Biol?Gicas, Cib|01/08/02|02/03/06|TRUE|NA|NA|2010-01-17 17:35:01|2010-02-03 17:07:25
308|1182|Otros Servicios Miembro Del Consejo Directivo De Proantioquia Proantioquia|01/04/03|08/03/06|TRUE|NA|NA|2010-01-17 17:35:01|2010-02-03 17:07:25
864|350|Otros Servicios Gerente Instituto de Valorización de Manizales, INVAMA|26/05/82|31/08/82|TRUE|NA|NA|2010-09-22 16:29:38|2010-09-22 16:29:38
310|1182|Estatal Rector De La Universidad De Antioquia Universidad De Antioquia|23/12/94|01/08/02|TRUE|NA|NA|2010-01-17 17:35:01|2010-02-03 17:07:25
531|1370|Otros Servicios Subdirectora Operativa y de Proyectos Pastoral Social|15/02/06|28/02/09|TRUE|NA|NA|2010-02-03 19:56:08|2010-02-03 19:56:08
532|1370|Otros Servicios Directora Gestion de Soluciones FUNDAMIEL|31/03/09|NA|TRUE|NA|NA|2010-02-03 19:56:08|2010-02-03 19:56:08
533|1370|Editorial e Industria Grafica Analista Económico EDITORIAL EN LINEA RECTA|31/12/09|NA|TRUE|NA|NA|2010-02-03 19:56:08|2010-02-03 19:56:08
357|164|Otros Servicios Auxiliar Judicial Oficina de Abogados Claudio Tobo Abogados Asociados|02/02/98|18/12/98|TRUE|NA|NA|2010-01-17 17:35:01|2010-06-21 18:13:41
358|164|Otros Servicios Asesor del Representante Legal Cales Boyacá|01/08/96|30/11/97|TRUE|NA|NA|2010-01-17 17:35:01|2010-06-21 18:13:41
299|1091|Estatal Secretario de Transito y Transporte Alcaldía de Sogamoso|01/01/91|31/12/92|TRUE|NA|NA|2010-01-17 17:35:01|2010-05-10 22:05:13
300|1091|Estatal Secretario General Concejo de Sogamoso|01/01/86|31/12/88|TRUE|NA|NA|2010-01-17 17:35:01|2010-05-10 22:05:13
359|164|Educacion y Conocimiento Catedrático Fundacion Universitaria de Boyacá|01/07/03|01/12/03|TRUE|NA|NA|2010-01-17 17:35:01|2010-06-21 18:13:41
539|1419|Estatal Consultora Organización de las Naciones Unidas para el Desarrollo Industrial – ONUDI|04/09/06|31/10/07|TRUE|NA|NA|2010-02-04 16:07:38|2010-02-04 16:07:38
547|1419|Estatal Consultora “Diseño de una estrategia de descentralización para la política de Comercio Exterior del Perú” MINISTERIO DE COMERCIO EXTERIOR PERÚ – BID. LIMA|03/11/03|14/01/04|TRUE|NA|NA|2010-02-04 16:42:08|2010-02-04 16:42:08
548|1419|"Estatal Autora“Lecciones de Colombia enla Política de Productividad y Competitividad y Estrategia Descentralización yCreación de CulturaExportadora"" División de Desarrollo Productivo y Empresarial-CEPAL Naciones Unidas"|03/03/03|30/09/03|TRUE|NA|NA|2010-02-04 16:42:08|2010-02-04 16:42:08
549|1419|Estatal Investigadora “Imperfecciones de mercado que afectan de manera diferencial a la mipyme en Colombia” Centro de Estudios para el Desarrollo Económico. Universidad de los Andes.|03/06/03|29/08/03|TRUE|NA|NA|2010-02-04 16:42:08|2010-02-04 16:42:08
550|1419|Estatal •	Co-Directora “Estructura económica del departamento Casanare y posibilidades futuras de crecimiento y competitividad” British Petroleum Centro de Estudios para el Desarrollo Económico. Universidad de los Andes|01/10/03|29/10/04|TRUE|NA|NA|2010-02-04 16:42:08|2010-02-04 16:42:08
361|1234|Estatal Directora General Incomex|15/05/90|15/06/91|TRUE|NA|NA|2010-01-17 17:35:01|2010-02-05 15:35:33
865|1027|Estatal Asistente III UTL Dr. Santiago Castro Congreso de la República|01/01/98|20/07/99|TRUE|NA|NA|2010-09-23 19:13:33|2010-09-23 19:13:33
866|2812|Educacion y Conocimiento Director de la Revista Economía Colombiana|NA|NA|TRUE|NA|NA|2010-10-08 21:41:08|2010-10-08 21:41:08
416|1295|Estatal Subdirector de construcciones Inpec-Ministerio De Justicia|01/04/98|01/04/99|TRUE|NA|NA|2010-01-17 17:35:02|2010-02-05 17:09:28
418|1295|Estatal Alcalde Local Alcaldía Local de Ciudad Bolívar|01/03/95|01/03/97|TRUE|NA|NA|2010-01-17 17:35:02|2010-02-05 17:09:28
560|1414|Servicios Turisticos Gerente Agencia Marítima|01/01/02|30/11/08|TRUE|NA|NA|2010-02-05 19:37:23|2010-02-05 19:37:23
80|441|Estatal Coordinadora Programa Pedagogía de la Tolerancia Gobernación de Antioquia|01/03/96|01/12/97|TRUE|NA|NA|2010-01-17 17:34:58|2010-04-08 21:57:58
587|1805|Educacion y Conocimiento Director Programa Exedu|01/03/86|30/11/91|TRUE|NA|NA|2010-02-11 19:05:59|2010-02-11 19:05:59
551|1349|Otros Servicios Secretaria Mira|14/03/09|NA|TRUE|NA|NA|2010-02-04 22:35:53|2010-02-15 21:57:55
373|1248|Otros Servicios Director Administrativo Caja de Compensación Familiar Camacol|26/05/78|31/08/05|TRUE|NA|NA|2010-01-17 17:35:01|2010-02-19 21:55:46
405|1277|Estatal Secretaria de Gobierno Municipio de Valledupar Cesar|09/06/92|20/04/93|TRUE|NA|NA|2010-01-17 17:35:02|2010-05-25 19:40:39
406|1277|Estatal Directora De Relaciones Industriales Ministerio de Obras Públicas y Transportes|01/04/93|31/12/94|TRUE|NA|NA|2010-01-17 17:35:02|2010-02-01 20:56:36
407|1277|Estatal Secretaria General Administrativa Instituto Nacional de Vias|01/01/94|30/08/98|TRUE|NA|NA|2010-01-17 17:35:02|2010-02-01 20:56:36
408|1277|Estatal Asesora Ministerio de Transporte, Comunicaciones, Vivienda Y Construccion De La Republica De Peru|30/08/98|01/09/99|TRUE|NA|NA|2010-01-17 17:35:02|2010-05-25 19:40:39
867|2812|Educacion y Conocimiento Profesor Universitario|NA|NA|TRUE|NA|NA|2010-10-08 21:41:08|2010-10-08 21:41:08
337|1214|Estatal Defensor del Pueblo Defensoría del Pueblo|01/09/06|31/08/00|TRUE|NA|NA|2010-01-17 17:35:01|2010-06-08 18:23:07
338|1214|Estatal Subgerente Administrativo Empresa de Teléfonos de Bogotá|01/10/87|31/10/88|TRUE|NA|NA|2010-01-17 17:35:01|2010-04-08 21:13:12
339|1214|Estatal Miembro de Junta Directiva Prosocial|01/01/85|31/12/86|TRUE|NA|NA|2010-01-17 17:35:01|2010-04-08 21:13:12
340|1214|Estatal Superintendente de Servicios Públicos Superintendencia de Servicios Públicos|01/11/94|31/08/96|TRUE|NA|NA|2010-01-17 17:35:01|2010-04-08 21:13:12
410|1277|Otros Servicios Asesora Juridica Gaviria Correa & Asociados Ltda|01/09/99|01/07/00|TRUE|NA|NA|2010-01-17 17:35:02|2010-02-01 20:56:36
511|1402|Estatal Fiscal Seccional Fiscalía General de la Nación|01/07/92|01/01/04|TRUE|NA|NA|2010-02-02 15:09:22|2010-02-02 16:00:02
512|1402|Estatal Juez Penal Rama Judicial|15/11/81|30/06/92|TRUE|NA|NA|2010-02-02 15:09:22|2010-02-02 16:00:02
524|102|Otros Servicios Monitor Área de Derecho Civil del Consultorio Jurídico Facultad de Derecho de la Corporación UNICOSTA|01/01/82|31/12/83|TRUE|NA|NA|2010-02-03 15:37:38|2010-02-03 15:37:38
525|102|Otros Servicios Gerente Inversiones y Arriendos del Norte Ltda|01/01/79|31/12/88|TRUE|NA|NA|2010-02-03 15:37:38|2010-02-03 15:37:38
526|102|Educacion y Conocimiento Profesor Universitario en Ciencias Políticas y Legislación Colombiana Universidad Metropolitana|01/01/82|31/12/82|TRUE|NA|NA|2010-02-03 15:37:38|2010-02-03 15:37:38
514|122|Estatal Director Instituto Colombiano de Bienestar Familiar - Regional Bogot|01/01/91|30/06/94|TRUE|NA|NA|2010-02-02 21:43:12|2010-04-13 21:07:31
679|2487|Estatal Abogado Jefe de Bienes Personería Distrital Cartagena|01/01/81|31/12/85|TRUE|NA|NA|2010-04-20 17:21:34|2010-04-20 17:21:34
680|2487|Estatal Jefe Personal - Secretario Despacho Gobernación de Bolívar|01/01/86|31/12/90|TRUE|NA|NA|2010-04-20 17:21:34|2010-04-20 17:21:34
874|182|Otros Servicios Subgerente Financiero Instituto para el Desarrollo de Antioquia (IDEA)|01/02/01|01/04/02|TRUE|NA|NA|2011-03-09 12:47:32|2011-03-09 12:47:32
527|102|Educacion y Conocimiento Profesor en Derecho Constitucional General Universidad del Norte|01/01/85|31/12/85|TRUE|NA|NA|2010-02-03 15:37:38|2010-02-03 15:37:38
528|102|Servicios de Salud Director Administrativo Hospital Universitario Metropolitano|01/01/85|31/12/88|TRUE|NA|NA|2010-02-03 15:37:38|2010-02-03 15:37:38
529|102|Estatal Gerente Caja de Previsión Social del Departamento del Atlántico|31/12/88|31/12/89|TRUE|NA|NA|2010-02-03 15:37:38|2010-02-03 15:37:38
530|102|Educacion y Conocimiento Gerente Servicio Nacional de Aprendizaje SENA Regional Atlántico|01/01/90|31/12/91|TRUE|NA|NA|2010-02-03 15:37:38|2010-02-03 15:37:38
427|101|Telecomunicaciones Gerente de Cinco Estrellas LTDA Cinco Estrellas LTDA|NA|NA|TRUE|NA|NA|2010-01-18 20:32:47|2010-01-18 20:32:47
296|142|Otros Servicios Abogada grado 2 Fiduciaria Popular|01/03/87|15/03/93|TRUE|NA|NA|2010-01-17 17:35:01|2010-01-18 23:28:39
428|142|Otros Servicios Analista Técnico Banco Popular|01/08/81|28/02/87|TRUE|NA|NA|2010-01-18 23:28:39|2010-01-18 23:28:39
234|77|Agricola Coordinador Nacional Unidad Cafetera|31/12/92|19/07/01|TRUE|NA|NA|2010-01-17 17:35:00|2010-01-19 13:30:08
429|11|Servicios de Salud Médico General Instituto Seguro Social Riohacha|NA|NA|TRUE|NA|NA|2010-01-19 16:00:58|2010-01-19 16:00:58
430|55|Medio Ambiente Ministra Medio Ambiente|07/08/94|08/08/95|TRUE|NA|NA|2010-01-19 16:09:57|2010-01-19 16:09:57
431|55|Agricola Ministra Agricultura|08/08/95|01/04/97|TRUE|NA|NA|2010-01-19 16:09:57|2010-01-19 16:09:57
432|55|Otros Servicios Ministra Planeación Nacional|01/04/97|07/08/98|TRUE|NA|NA|2010-01-19 16:09:57|2010-01-19 16:09:57
480|157|Estatal Presidente Asamblea del Valle Asamblea de Valle|01/01/96|01/01/98|TRUE|NA|NA|2010-01-25 20:02:21|2010-01-25 20:02:21
433|246|Otros Servicios Consejero Presidencial para la Juventud Presidencia de la República|09/08/02|09/09/04|TRUE|NA|NA|2010-01-19 22:05:11|2010-01-19 22:05:11
434|246|Educacion y Conocimiento Profesor de cátedra Universidad de la Sabana - Facultad de Derecho|01/06/09|31/01/10|TRUE|NA|NA|2010-01-19 22:05:11|2010-01-19 22:05:11
435|46|Servicios de Salud Hospital Universitario de Neiva Psicólogo clínico|01/01/97|31/12/98|TRUE|NA|NA|2010-01-21 19:18:20|2010-05-25 19:29:53
436|46|Educacion y Conocimiento Colegio Pio XII Vicerector Académico|01/01/94|31/12/96|TRUE|NA|NA|2010-01-21 19:18:20|2010-05-25 19:29:53
437|46|Educacion y Conocimiento Universidades Antonio Nariño, Univalle, Surcolombiana Profesor|01/01/93|31/12/00|TRUE|NA|NA|2010-01-21 19:18:20|2010-01-21 19:18:20
396|1262|Servicios de Salud Gerente Centro Ambulatario|04/05/95|05/04/98|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-23 15:43:09
397|1262|Servicios de Salud Medico General E. S. E. Hospital San Rafael|01/02/91|01/03/95|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-23 15:43:09
398|1262|Servicios de Salud Gerente E. S. E. Hospital San Rafael|03/04/94|04/03/95|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-23 15:43:09
386|36|Educacion y Conocimiento Docente Institucion Educativa Agrícola Panan (Nariño)|31/12/99|31/12/00|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-26 17:11:09
387|1255|Educacion y Conocimiento Conferencista Internacional. Tema: Mujer y Familia Sur, Centro Y Norteamérica|20/01/89|14/07/03|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-27 20:18:05
388|1255|Otros Servicios Miembro Fundador Partido Nacional Cristiano|07/01/89|02/02/07|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-27 20:18:05
390|29|Minerales Presidente Fendipetroleo|01/01/99|01/01/00|TRUE|NA|NA|2010-01-17 17:35:02|2010-01-28 19:18:25
391|29|Estatal Ministro Ministerio de Justicia y del Derecho|01/01/98|01/01/99|TRUE|NA|NA|2010-01-17 17:35:02|2010-05-25 20:12:50
392|29|Educacion y Conocimiento Docente Universitario Universidad de Nariño|01/01/70|01/01/72|TRUE|NA|NA|2010-01-17 17:35:02|2010-05-25 20:12:50
