id,autor_id,titulo,descripcion,tipo_blog_id,destacado
358,4006,Blog de Concejo Cómo Vamos,NA,1,FALSE
364,4382,Blog de la Asociación Colombia Soy Yo,NA,1,FALSE
319,311,Blog del Representante Jaime Armando Yepes,NA,1,FALSE
312,2193,Blog del Representante Hugo Orlando Velásquez,NA,1,FALSE
52,2606,Blog del Representante Jorge Gómez Villamizar,NA,1,FALSE
330,3393,Blog de Razón Pública,NA,1,FALSE
269,1626,Blog de la Representante Marta Cecilia Ramírez,NA,1,FALSE
265,1991,Blog del Representante Alfonso Prada,NA,1,FALSE
320,1632,Blog del Representante Armando Antonio Zabaraín,NA,1,FALSE
373,4682,Blog del Colectivo Agrario ABYA YALA,NA,1,FALSE
279,1266,Blog del Representante Roosvelt Rodríguez,NA,1,FALSE
365,4394,Blog de la Ruta Pacífica de las Mujeres,NA,1,FALSE
349,3858,Blog de la bancada de mujeres del Congreso de la República,NA,1,FALSE
366,4418,Blog de la Conferencia Nacional de Organizaciones Afrocolombianas,NA,1,FALSE
374,2735,Blog del Partido de Integración Nacional PIN,NA,1,FALSE
351,3916,Blog del Instituto de Ciencia Política Hernán Echavarría Olózaga,NA,1,FALSE
473,8936,Blog del Representante Óscar Ospina Quintero,NA,1,FALSE
60,2535,Blog del Senador Mauricio Aguilar Hurtado,NA,1,FALSE
479,10363,Blog del Senador Iván Duque Márquez,NA,1,FALSE
367,4443,Blog de la Misión de Observación Electoral,NA,1,FALSE
352,2720,Blog del Movimiento Mira,NA,1,FALSE
154,149,Blog de la Senadora Piedad Zuccardi,NA,1,FALSE
353,2731,Blog del Partido Cambio Radical,NA,1,FALSE
354,2726,Blog del Partido Social de Unidad Nacional,NA,1,FALSE
355,2729,Blog del Partido Verde,NA,1,FALSE
368,4468,Centro de Pastoral Afrocolombiana - Bitácora,NA,1,FALSE
137,984,Blog del Senador José Darío Salazar,NA,1,FALSE
359,4005,Blog de Colombia Líder,NA,1,FALSE
360,3679,Blog del Representante Roberto José Herrera,NA,1,FALSE
372,4755,¡ALTO! Plataforma Animalista Colombiana,NA,1,FALSE
377,5170,Blog de la Mesa por la Vida y la Salud de las Mujeres,NA,1,FALSE
381,5369,Blog de la Plataforma Unidos por la Vida,NA,1,FALSE
382,5419,Blog de Ángela María Londoño,NA,1,FALSE
378,5238,Blog de la Comisión Séptima de la Cámara de Representantes,NA,1,FALSE
379,5267,Blog de la Comisión Legal de Ética y Estatuto del Congresista de Senado,NA,1,FALSE
387,5740,Blog de la Corporación Pensamiento Siglo XXI,NA,1,FALSE
170,2622,Blog del Representante Wilson Néber Arias,NA,1,FALSE
411,6730,Blog del Representante Nicolás Daniel Guerrero Montaño,NA,1,FALSE
401,1735,Blog del Representante César Augusto Franco Arbeláez,NA,1,FALSE
375,4928,Antioquia Visible,"En concordancia con los valores que fundamentan el proyecto: la transparencia, la rendición de cuentas y la consolidación de la democracia, Antioquia Visible será un grupo multidisciplinario enfocado en el análisis de la política antioqueña que ofrecerá los referentes de discusión pública respecto a la actividad legislativa del Congreso y su incidencia en el departamento de Antioquia.",1,FALSE
383,5461,Blog del Observatorio de la Democracia,NA,1,FALSE
388,1813,Blog del Representante Juan Manuel Campo Eljach,NA,1,FALSE
384,5549,Blog de la Mesa de Incidencia Politica de la Mujer Rural Colombiana,NA,1,FALSE
385,5639,Blog de los Jóvenes Verdes Colombia,NA,1,FALSE
386,5577,Blog del Representante José Gonzalo Gutiérrez Triviño,NA,1,FALSE
408,6400,Editorial,Aqui se escribe la editorial del boletin. Ejemplo.,7,FALSE
391,6147,Blog de la Corporación Excelencia en la Justicia,NA,1,FALSE
392,56,Blog del Senador Samuel Benjamín Arrieta Buelvas,NA,1,FALSE
393,77,Blog del Senador Parmenio Cuellar Bastidas,NA,1,FALSE
394,89,Blog del Senador Jesús Ignacio García Valencia,NA,1,FALSE
395,158,Blog del Representante Carlos Enrique Ávila Durán,NA,1,FALSE
398,880,Blog del Representante Francisco Alfonso Pareja González,NA,1,FALSE
399,982,Blog del Representante Luis Enrique Salas Moisés,NA,1,FALSE
400,1694,Blog del Representante Carlos Nery López Carbonó,NA,1,FALSE
402,2071,Blog del Representante Miguel Ángel Pinto Hernandez,NA,1,FALSE
403,2237,Blog del Representante Hernando Cárdenas Cardoso,NA,1,FALSE
404,2516,Blog del Representante Luis Eduardo Díaz Granados Torres,NA,1,FALSE
405,3678,Blog del Senador Manuel Julían Mazenet Corrales,NA,1,FALSE
406,6100,Blog del Representante John Jairo Cárdenas Morán,NA,1,FALSE
409,6686,Blog de la Senadora Astrid Sanchez,NA,1,FALSE
224,2987,Blog del Representante Hernando Hernández,NA,1,FALSE
407,6310,Blog de la Organización Nacional Indígena de Colombia (ONIC),"Desde su conformación en 1.971, el Consejo Regional Indígena del Cauca-CRIC, se constituyó en un dinamizador  de los procesos reivindicatorios y de resistencia que adelantaban los pueblos indígenas colombianos a lo largo de la geografía nacional para demandar del Estado colombiano medidas de protección para sus territorios ancestrales, entidades culturales y derechos fundamentales.

Con el propósito de visibilizar y socializar sus problemáticas, compartir la experiencia organizativa y establecer dinámicas de unidad para la exigibilidad de sus derechos, a los  Congresos Regionales y espacios de trabajo colectivo  del CRIC, asistían cada vez y de manera más representativa autoridades y delegados indígenas  de otros  pueblos y comunidades indígenas de Colombia.  Este fenómeno de integración durante la década de los setenta, permitió  que en algunos congresos del  CRIC se realizaran comisiones de trabajo para tratar los asuntos de los pueblos indígenas de Colombia.  Así conocimos a líderes de los pueblos Arhuaco, Kogui, Sikuani, Emberá, Cañamomo, Pijao,  Pasto  y Amazónicos, entre otros, quienes  en unión de los Nasa, Coconuco y Giuambiano, estimularon y trabajaron para la conformación de una entidad organizativa que representará y desatará acciones  a nivel nacional para realizar los intereses de los pueblos indígenas del País.

En esta dinámica de sacar a la luz pública y denunciar ante la comunidad nacional e internacional los atropellos que a diario vivían los indígenas en Colombia, el periódico “Unidad Indígena”, órgano oficial del CRIC, se constituyó en el vocero y medio fundamental para la visibilización de las necesidades, amenazas y vulneración de los derechos de los pueblos Indígenas. Su director Trino Morales, indígena Guambiano quien desde 1963 venia liderando procesos de recuperación territorial de su pueblo, fue el encargado por el CRIC, para trabajar en el tema organizativo nacional.

Trino Morales acompañado de líderes indígenas del Tolima, Cauca, la Sierra Nevada, Antioquia, Caldas, Nariño y los Llanos Orientales, entre otros, visitaron durante dos años a los pueblos indígenas del país en comisiones de trabajo que aún hoy se recuerdan con nostalgia.  Del esfuerzo de este puñado de compañeros  surge el Primer Encuentro Indígena Nacional de Colombia, realizado en la comunidad de Lomas de Ilarco, Municipio de Coyaima, sur del Departamento del Tolima, el 12 de octubre de 1980. Evento que constituye el primer paso concertado entre pueblos, autoridades  y organizaciones indígenas para dotar al movimiento indígena nacional de una estructura política y organizativa del mismo orden.

Mil quinientos delegados en representación de los pueblos indígenas del país, en asamblea general acordaron en Lomas de Ilarco la creación de la Coordinadora Nacional Indígena de Colombia a quien le encomendaron la organización y convocatoria del Primer Congreso Indígena Nacional; así como la  constitución de la ONIC.

La ONIC como proyecto político de carácter nacional, constituye hasta el momento la primera y única apuesta concertada y propia de los pueblos indígenas de  Colombia, para hacerle frente a la defensa y protección de sus derechos especiales, colectivos y culturales, desde la unidad de acción organizativa y programática. El Primer Congreso Indígena Nacional que institucionalizó la Organización Nacional indígena de Colombia, fue celebrado en la Localidad de Bosa en febrero de 1982, y estuvo conformado por representantes del 90% de los pueblos  indígenas  colombianos y contó con la presencia de 12 delegaciones indígenas  internacionales. Por primera vez en la historia nacional, dos mil quinientos delegados de los diferentes pueblos indígenas del país, se reunían para conversar sobre su pasado, presente y futuro; además para proponerle al Estado colombiano estrategias para la protección de la integralidad de sus identidades étnicas.

El Primer Congreso Indígena Nacional adoptó para la ONIC los principios de Unidad, Tierra, Cultura y Autonomía  que configuran  las líneas de acción de la entidad y produjo  su mandato en temas como la Legislación Indígena y el cumplimiento por parte del estado de la Ley 89 de 1890, recomendando a todos los indígenas del país el fortalecimiento de la autonomía indígena y de rodear a las autoridades tradicionales para el ejercicio de su gobierno.

Al momento de conformarse la ONIC, Colombia atravesaba por uno de los momentos más  difíciles  de su historia nacional matizado por el asenso al poder político del Estado de personajes vinculados a economías subterráneas, la presencia de grupos de justicia privada, el fortalecimiento del accionar de los grupos guerrilleros y el desconocimiento por parte del Estado y el Gobierno Nacional de los derechos y libertades fundamentales de  los ciudadanos colombianos,  todo lo cual generó un clima de violencia institucional, caracterizada por la violación sistemática de los DDHH y de infracciones al DIH, lo que afectó de manera dolorosa a los pueblos indígenas quienes llevaran para siempre en su memoria las masacres, torturas, desapariciones y asesinatos de sus autoridades y dirigentes desde la política gubernamental del Estatuto de Seguridad, impuesta por el presidente Turbay Ayala.

En la década de los ochenta  la dinámica organizativa y política de los pueblos indígenas de Colombia, se inscribe en un proceso de exigibilidad de derechos de los pueblos indígenas a nivel mundial.  Por lo mismo mientras  en Colombia los pueblos indígenas dan un primer paso hacia la realización de su autonomía política y organizativa,  a nivel internacional las minorías étnicas acceden a  espacios y escenarios de incidencia donde logran ser admitidos y escuchados en sus problemáticas. Fruto de esta dinámica, el 9 de agosto de 1982, se reúne por primera vez  la El Grupo de Trabajo sobre Poblaciones Indígenas, establecido a raíz del estudio presentado por el Sr. Martínez Cobo, Relator Especial de la Comisión de Derechos Humanos de la Naciones Unidas, sobre la situación de los derechos humanos y las libertades fundamentales de los indígenas. Este Grupo de Trabajo, actuó como órgano subsidiario de la Subcomisión de Prevención de Discriminaciones y Protección a las Minorías. Es más, para conmemorar la fecha de la primera reunión de  este grupo,  la Asamblea General de las Naciones Unidas, instituyó  el nueve de agosto como día internacional de las poblaciones  indígenas.",1,FALSE
410,1374,Blog del Representante Gilberto Rondón González,NA,1,FALSE
114,2356,Blog del Senador Juan Francisco Lozano,NA,1,FALSE
477,9518,Blog del Representante Rafael Eduardo Palau Salazar,NA,1,FALSE
478,9516,Blog del Representante Elbert Díaz Lozano,NA,1,FALSE
350,2733,Blog del Polo Democrático Alternativo,NA,1,FALSE
480,9175,Blog del Representante Jorge Ricardo Parra Sepúlveda,NA,1,FALSE
482,9132,Blog de la Representante Ana Cristina Paz Cardona,NA,1,FALSE
481,596,Blog del Representante Antenor Durán Carrillo,NA,1,FALSE
474,1560,Blog de la Representante Marta Cecilia Curi Osorio,NA,1,FALSE
476,9318,Blog del Senador Javier Mauricio Delgado Martínez,NA,1,FALSE
484,10268,Blog de la Representante Flora Perdomo Andrade,NA,1,FALSE
485,8187,Blog del Representante Rafael Elizalde Gómez,NA,1,FALSE
486,8129,Blog del Representante Ciro Fernández Nuñez,NA,1,FALSE
487,9787,Blog del Representante José Luis  Pérez Oyuela,NA,1,FALSE
488,8172,Blog del Representante Ricardo Flórez Rueda,NA,1,FALSE
489,8571,Blog del Representante Ángel María Gaitán Pulido,NA,1,FALSE
475,9456,Blog del Representante Alonso José Del Rio Cabarcas,NA,1,FALSE
483,8162,Blog del Representante Nicolás Albeiro Echeverry Alvarán,NA,1,FALSE
135,125,Blog del Senador Jorge Enrique Robledo,NA,1,FALSE
123,2716,Blog del Senador José David Name,"Senador de la República, orgullosamente Colombiano. Mi trabajo se resume en una continua apuesta a la defensa de los ciudadanos y el medio ambiente.",1,FALSE
63,1782,Blog del Representante David Alejandro Barguil,NA,1,FALSE
397,593,Blog del Senador Luis Fernando Duque García,NA,1,FALSE
396,202,Blog del Senador Lidio Arturo García Turbay,NA,1,FALSE
390,5607,Blog de la Senadora Doris Clemencia Vega Quiroz,NA,1,FALSE
490,897,Blog del Representante Oscar Darío Pérez Pineda,NA,1,FALSE
115,2520,Blog de la Senadora Maritza Martínez,NA,1,FALSE
54,2521,Blog de la Representante Ángela María Robledo,NA,1,FALSE
515,216,Blog del Representante Orlando Aníbal  Guerra de la Rosa,NA,1,FALSE
522,8687,Blog de la Representante Inés Cecilia López Flórez,NA,1,FALSE
523,8949,Blog del Representante Álvaro López Gil,NA,1,FALSE
524,8391,Blog del Representante Mario Alberto Castaño Pérez,NA,1,FALSE
536,10308,Blog del Representante Fernando Sierra Ramos,NA,1,FALSE
492,9962,Blog de la Senadora Yamina del Carmen Pestana Rojas,NA,1,FALSE
519,8004,Blog del Representante Samuel Alejandro Hoyos Mejía,NA,1,FALSE
531,9662,Blog de la Representante Candelaria Patricia  Rojas Vergara,NA,1,FALSE
537,8507,Blog del Representante Leopoldo Suárez Melo,NA,1,FALSE
512,9799,Blog del Representante Jorge Emilio  Rey Ángel,NA,1,FALSE
516,10128,Blog del Senador Julio Miguel Guerra Sotto,NA,1,FALSE
506,10003,Blog de la Representante Kelyn Johana  González Duarte,NA,1,FALSE
513,2184,Blog del Representante Juan Fernando  Reyes Kuri,NA,1,FALSE
517,8941,Blog del Representante José Elver Hernández Casas,NA,1,FALSE
264,907,Blog de la Representante Alba Luz Pinilla,"Mi compromiso es garantizar el cumplimiento de la Ley de Salud Mental y consolidar los objetivos de promoción de las políticas públicas en prevención y atención  integral de la salud mental de los colombianos(as).
Como autora de la Ley 1616 de 2013 seguiré trabajando por eliminar el estigma y la discriminación de los pacientes de salud mental y por la superación de las barreras en la atención que afectan a los pacientes, sus familias y cuidadores. 
Mi compromiso es fortalecer la participación y autonomía de las comunidades regionales en la determinación, diseño y ejecución de los proyectos económicos, sociales y ambientales de gran impacto en sus territorios.
Continuaré promoviendo las iniciativas generadas por la sociedad civil colombiana en materia de seguridad y soberanía alimentaria. Seguiré elaborando y presentando al Congreso proyectos de ley concertados con los sectores productivos en beneficio de una adecuada plataforma de producción, distribución y consumo de alimentos en nuestro país.
Buscaré comprometer esfuerzos legislativos que garanticen de manera integral los derechos fundamentales y la protección integral de la familia, la infancia, la juventud y la mujer colombiana.
Lideraré acciones educativas y culturales que contribuyan al proceso de reconciliación y perdón entre los colombianos(as).",1,FALSE
417,10298,Blog del Senador Everth Bustamante García,NA,1,FALSE
421,8645,Blog del Senador Segundo Senen Niño Avendaño,NA,1,FALSE
450,9465,Blog de la Representante Luz Adriana Moreno Marmolejo,NA,1,FALSE
451,9460,Blog del Representante Jairo Enrique Castiblanco Parra,NA,1,FALSE
426,8582,Blog del Representante Fabio Alonso Arroyave Botero,NA,1,FALSE
217,2605,Blog del Representante Atilano Alonso Giraldo,NA,1,FALSE
413,11033,Blog de Balance de Cuatrienio,NA,8,FALSE
452,9475,Blog del Representante Christian José Moreno Villamizar,NA,1,FALSE
203,191,Blog de la Representante Gloria Stella Díaz,NA,1,FALSE
429,8900,Blog del Representante Jaime Felipe Lozada Polanco,NA,1,FALSE
430,8944,Blog del Representante Miguel Ángel Barreto Castillo,NA,1,FALSE
431,8415,Blog del Representante Juan Carlos Losada Vargas,NA,1,FALSE
432,10769,Blog del Representante Julián Bedoya Pulgarín,NA,1,FALSE
433,2382,Blog de la Representante Angélica Lozano Correa,NA,1,FALSE
434,8333,Blog del Representante Eduar Luis Benjumea Moreno,NA,1,FALSE
435,9590,Blog de la Representante María del Socorro Bustamante Ibarra,NA,1,FALSE
437,8000,Blog de la Representante María Fernanda Cabal Molina,NA,1,FALSE
438,10074,Blog del Representante Franklin del Cristo Lozano de la Ossa,NA,1,FALSE
442,8584,Blog del Representante Norbey Marulanda Muñoz,NA,1,FALSE
444,8369,Blog del Representante Silvio José Carrasquilla Torres,NA,1,FALSE
445,8677,Blog de la Representante Aida Merlano Rebolledo,NA,1,FALSE
446,9503,Blog del Representante Wilmer Ramiro Carrillo Mendoza,NA,1,FALSE
454,9783,Blog del Representante Fabián Gerardo  Castillo Suarez,NA,1,FALSE
457,8336,Blog del Representante Pedro Jesús Orjuela Gómez,NA,1,FALSE
458,8122,Blog de la Representante Johana Chaves García,NA,1,FALSE
460,9691,Blog del Representante Edgar Alexander Cipriano Moreno,NA,1,FALSE
461,9426,Blog de la Representante Nery Oros Ortiz,NA,1,FALSE
463,9589,Blog del Representante Moisés Orozco Vicuña,NA,1,FALSE
465,9811,Blog del Representante Eloy Chichi  Quintero Romero,NA,1,FALSE
467,8913,Blog de la Representante Sandra Liliana Ortiz Nova,NA,1,FALSE
468,8520,Blog del Representante Neftalí Correa Díaz,NA,1,FALSE
471,10419,Blog del Representante Carlos Alberto Cuero Valencia,NA,1,FALSE
472,9774,Blog de la Representante Karen Violette Cure Corcione,NA,1,FALSE
493,8167,Blog del Representante Luis Horacio Gallón Arango,NA,1,FALSE
494,10309,Blog del Representante Pierre Eugenio  García Jacquier,NA,1,FALSE
495,9479,Blog de la Representante Sara Elena Piedrahita Lyons,NA,1,FALSE
496,10573,Blog del Representante Alexander García Rodríguez,NA,1,FALSE
415,8255,Blog de la Representante Ana Paola Agudelo García,NA,1,FALSE
422,9126,Blog del Senador Jorge Eliéser Prieto Riveros,NA,1,FALSE
449,819,Blog de la Senadora Viviane Aleyda Morales Hoyos,NA,1,FALSE
459,9367,Blog del Senador Luis Evelis Andrade Casamá,NA,1,FALSE
441,10354,Blog del Senador Daniel Alberto  Cabrales Castillo,NA,1,FALSE
464,8491,Blog del Representante Nilton Córdoba Manyoma,NA,1,TRUE
412,1568,Blog del senador Arturo Yepes Alzate,NA,1,FALSE
443,10311,Blog del Senador Carlos Felipe Mejía Mejía,NA,1,FALSE
418,10443,Blog de la Senadora Susana Correa Borrero,NA,1,FALSE
469,9708,Blog del Senador Jorge Iván Ospina Gómez,NA,1,FALSE
420,9115,Blog del Senador Andrés García Zuccardi,NA,1,FALSE
436,9321,Blog de la Senadora Nadia Georgette Blel Scaff,NA,1,FALSE
416,8854,Blog de la Representante Guillermina Bravo Montaño,NA,1,FALSE
419,9328,Blog del Senador Mario Alberto Fernández Alcocer,NA,1,FALSE
466,8029,Blog del Representante Wilson Córdoba Mena,NA,1,FALSE
447,10287,Blog del Representante Rubén Darío  Molano Piñeros,NA,1,TRUE
425,9369,Blog del Senador Fernando Nicolás Araujo Rumié,NA,1,FALSE
439,8002,Blog de la Representante Tatiana Cabello Flores,NA,1,FALSE
462,9497,Blog de la Representante Elda Lucy Contento Sanz,NA,1,FALSE
440,10362,Blog del Senador Ernesto Macías Tovar,NA,1,FALSE
448,10431,Blog del Senador Orlando Castañeda Serrano,NA,1,FALSE
456,69,Blog del Senador Arturo Char Chaljub,NA,1,FALSE
428,8461,Blog del Representante Inti Raúl Asprilla Reyes,NA,1,FALSE
470,8368,Blog del Senador Andrés Cristo Bustos,NA,1,FALSE
424,8404,Blog del Representante Jorge Camilo Abril Tarache,NA,1,FALSE
73,61,Blog del Senador Armando Benedetti,NA,1,FALSE
427,8983,Blog de la Senadora Claudia Nayibe López Hernández,NA,1,FALSE
455,841,Blog del Senador Antonio José  Navarro Wolff,NA,1,FALSE
499,10402,Blog del Representante Álvaro Hernán  Prada Artunduaga,NA,1,FALSE
500,10776,Blog del Senador Eduardo Enrique Pulgar Daza,NA,1,FALSE
502,8341,Blog del Representante Mauricio Gómez Amín,NA,1,FALSE
504,10438,Blog de la Senadora Ana Mercedes  Gómez Martínez,NA,1,FALSE
547,10435,Blog de la Senadora Ruby Thania Vega de Plazas,NA,1,FALSE
538,9523,Blog del Representante Jorge Eliecer Tamayo Marulanda,NA,1,FALSE
509,1780,Blog del Representante Hugo Hernán González Medina,NA,1,FALSE
521,101,Blog del Representante Rodrigo Lara Restrepo,NA,1,FALSE
525,10760,Blog de la Representante Ana María Rincón Herrera,NA,1,FALSE
527,9459,Blog del Representante Cristóbal Rodríguez Hernández,NA,1,FALSE
520,8028,Blog del Representante Federico Eduardo Hoyos Salazar,NA,1,FALSE
530,2223,Blog de la Representante Clara Leticia Rojas González,NA,1,FALSE
526,8933,Blog del Representante Juan Carlos Rivera Peña,NA,1,FALSE
528,8586,Blog del Representante Marco Sergio Rodríguez Merchán,NA,1,FALSE
535,8525,Blog del Representante José Neftalí Santos Ramírez,NA,1,FALSE
541,8173,Blog de la Representante María Eugenia Triana Vargas,NA,1,FALSE
534,10010,Blog del Representante Oscar Hernán  Sánchez León,NA,1,FALSE
544,8768,Blog del Representante Luis Fernando Urrego Carvajal,NA,1,FALSE
551,8513,Blog del Representante Ángelo Antonio Villamil Benavides,NA,1,FALSE
552,8026,Blog de la Representante María Regina Zuluaga Henao,NA,1,FALSE
554,570,Blog del Representante Alfredo Ape Cuello Baute,NA,1,FALSE
557,534,Blog del Senador Jimmy Chamorro Cruz,NA,1,FALSE
559,9176,Blog del Representante Antonio Restrepo Salazar,NA,1,FALSE
560,11231,Blog de la Fundación ACUA,NA,1,FALSE
48,2306,Blog del senador Eugenio Prieto Soto,"Este blog hace parte de mi compromiso personal con la construcción de cultura política y de ciudadanía crítica, autónoma, objetiva, independiente, consciente de sus derechos pero aún más de sus deberes y de su rol ético individual en la construcción colectiva de territorio.",1,FALSE
348,3784,De la política y otros demonios,"Periodista y Magíster en Ciencia Política. 
Community Manager y Directora de Comunicaciones del Programa Congreso Visible.",1,FALSE
380,5323,Blog del Programa PAIIS,NA,1,FALSE
548,8418,Blog de la Representante Olga Lucia Velásquez Nieto,NA,1,FALSE
561,9789,Blog de la Representante Gloria Betty Zorro Africano,NA,1,FALSE
562,11816,Blog de Caribe Visible (UTB),NA,1,FALSE
17,2489,Reportajes,Reportajes del equipo Congreso Visible,2,FALSE
491,8518,Blog del Senador Carlos Fernando Galán Pachón,NA,1,FALSE
529,8003,Blog del Representante Edward David Rodríguez Rodríguez,NA,1,FALSE
546,10416,Blog de la Senadora Paloma Susana  Valencia Laserna,NA,1,FALSE
139,1002,Blog del Senador Guillermo Antonio Santos,NA,1,FALSE
558,8580,Blog del Representante Hernán Sinisterra Valencia,NA,1,FALSE
511,2219,Blog del Representante Luciano Grisales Londoño,NA,1,FALSE
556,412,Blog del Senador Jaime Alejandro Amín Hernández,NA,1,FALSE
92,607,Blog del Senador Manuel Mesías Enríquez,NA,1,FALSE
539,9478,Blog del Representante Eduardo José Tous de la Ossa,NA,1,FALSE
510,8030,Blog de la Representante Margarita María Restrepo Arango,NA,1,FALSE
550,9447,Blog de la Representante Martha Patricia Villalba Hodwalker,NA,1,FALSE
540,10343,Blog de la Senadora Nohora Stella  Tovar Rey,NA,1,FALSE
503,10376,Blog del Representante Ciro Alejandro Ramírez Cortes,NA,1,FALSE
533,8048,Blog del Representante Víctor Javier Correa Vélez,NA,1,FALSE
498,8373,Blog de la Senadora Sofía Alejandra Gaviria Correa,NA,1,FALSE
76,2039,Blog del Senador Germán Bernardo Carlosama,NA,1,TRUE
542,8400,Blog del Representante Alirio Uribe Muñoz,NA,1,FALSE
545,8027,Blog del Representante Santiago Valencia González,NA,1,FALSE
256,260,Blog del Representante Telésforo Pedraza,NA,1,FALSE
505,9138,Blog del Senador Alfredo Ramos Maya,NA,1,FALSE
555,1258,Blog del Representante Oscar de Jesús Hurtado Pérez,NA,1,FALSE
532,8929,Blog del Representante Mauricio Salazar Peláez,NA,1,FALSE
507,10367,Blog del Senador Alfredo Rangel Suarez,NA,1,FALSE
518,10369,Blog de la Senadora Paola Andrea  Holguín Moreno,NA,1,FALSE
501,10345,Blog del Senador José Obdulio  Gaviria Vélez,NA,1,FALSE
553,10418,Blog del Senador Honorio Miguel Henriquez Pinedo,NA,1,FALSE
497,8017,Blog de la Representante Esperanza María Pinzón de Jiménez,NA,1,FALSE
543,9276,Blog del Senador Álvaro Uribe Vélez,NA,1,FALSE
423,8367,Blog del Senador Horario Serpa Uribe,NA,1,FALSE
514,10316,Blog de la Senadora María del Rosario Guerra de la Espriella,NA,1,FALSE
549,8527,Blog de la Representante Argenis Velásquez Ramírez,NA,1,FALSE
183,2604,Blog del Representante Didier Burgos,NA,1,FALSE
577,10389,Blog de la Senadora Ruby Helena Chagui,NA,1,FALSE
578,15233,Blog del Senador Alejandro Corrales Escobar,NA,1,FALSE
579,15246,Blog del Senador Nicolas Pérez Vásquez,NA,1,FALSE
580,15219,Blog del Senador Carlos Manuel Meisel,NA,1,FALSE
581,10296,Blog de la Senadora Milla Patricia Romero,NA,1,FALSE
178,2582,Blog del Representante Bayardo Gilberto Betancourt,NA,1,FALSE
582,15247,Blog del Senador John Harold Suarez,NA,1,FALSE
583,15384,Blog del Senador Didier Lobo Chinchilla,NA,1,FALSE
584,15375,Blog del Senador Edgar Jesús Díaz,NA,1,FALSE
585,15378,Blog del Senador Richard Alfonso Aguilar,NA,1,FALSE
586,14494,Blog de la Representante Irma Luz Herrera,NA,1,FALSE
587,15435,Blog del Senador Antonio Luis Zabaraín,NA,1,FALSE
588,1343,Blog de la Senadora Claudia Rodríguez Castellanos,NA,1,FALSE
589,2207,Blog del Senador Temístocles Ortega Narváez,NA,1,FALSE
590,14261,Blog del Senador Carlos Andrés Trujillo,NA,1,FALSE
591,14267,Blog de la Senadora Esperanza Andrade De Osso,NA,1,FALSE
592,14264,Blog de la Senadora Soledad Tamayo Tamayo,NA,1,FALSE
593,14388,Blog del Senador Horacio Serpa Moncada,NA,1,FALSE
594,14207,Blog de la Senadora Laura Fortich Sánchez,NA,1,FALSE
595,14802,Blog del Senador Jose López Peña,NA,1,FALSE
596,14782,Blog del Senador John Moises Besaile,NA,1,FALSE
564,13402,Partido Centro Democrático,NA,1,FALSE
565,13403,Comisión Legal de la Mujer,NA,1,FALSE
597,15282,Blog del Senador Aurelijus Rutenis Antanas Mockus,NA,1,FALSE
598,15325,Blog del Senador Jose Aulo Polo Narváez,NA,1,FALSE
566,13426,Comisión Legal para la Equidad de la Mujer,NA,1,FALSE
599,15289,Blog del Senador Luis Ivan Marulanda,NA,1,FALSE
600,15292,Blog del Senador Antonio Eresmid Sanguino,NA,1,FALSE
601,8409,Blog del Senador Juan Luis Castro Córdoba,NA,1,FALSE
602,14916,Blog del Senador Pedro Leonidas Gómez Gómez,NA,1,FALSE
603,14995,Blog del Senador Gustavo Bolivar Moreno,NA,1,FALSE
604,15006,Blog de la Senadora Aida Avella Esquibel,NA,1,FALSE
567,13494,Comisión Legal de Equidad de la Mujer,NA,1,FALSE
605,15900,Blog del Senador Jonatán Tamayo Pérez,NA,1,FALSE
606,15025,Blog de la Senadora Gloria Inés Flórez Schneider,NA,1,FALSE
607,8829,Blog de la Senadora Aydee Lizarazo Cubillos,NA,1,FALSE
608,14410,Blog del Senador Feliciano Valencia Medina,NA,1,FALSE
609,9615,Blog del Senador Manuel Bitervo Palchucan,NA,1,FALSE
414,8046,Blog del Representante Carlos Eduardo Guevara Villabon,NA,1,FALSE
610,14345,Blog del Representante Julián Peinado Ramírez,NA,1,FALSE
611,14201,Blog del Representante Juan Diego Echavarría Sánchez,NA,1,FALSE
568,13509,Andrés Felipe Villamizar,NA,1,FALSE
246,244,Blog del Representante Carlos Germán Navas,NA,1,FALSE
570,97,Hernan Gustavo Estupiñan,NA,1,FALSE
571,13510,Hernan Gustavo Estupiñan,NA,1,FALSE
572,13511,Hernan Gustavo Estupiñan,NA,1,FALSE
612,8338,Blog del Representante Nevardo Eneiro Rincón,NA,1,FALSE
508,8398,Blog del Representante Harry Giovanny González García,NA,1,FALSE
613,15179,Blog de la Representante Jezmi Lizeth Barraza,NA,1,FALSE
453,8710,Blog del Senador Jesús Alberto Castilla Salazar,NA,1,FALSE
95,86,Blog del Senador Juan Manuel Galán,NA,1,FALSE
573,15907,Frente Parlamentario contra el Hambre,Comisión accidental del Frente Parlamentario contra el Hambre - capítulo Colombia,1,TRUE
574,391,Blog del Representante Carlos Eduardo Acosta Lozano,NA,1,FALSE
575,15899,Blog de la Senadora Amanda Rocio González,NA,1,FALSE
576,15198,Blog del Senador Gabriel Jaime Velasco,NA,1,FALSE
614,9462,Blog del Representante Rodrigo Arturo Rojas Lara,NA,1,FALSE
615,13796,Blog del Representante Jose Luis Correa López,NA,1,FALSE
616,13631,Blog del Representante Andrés David Calle Aguas,NA,1,FALSE
