id,nombre,persona_id,fecha_fundacion,objetivos,mision,vision,imagen,activo,created_at,updated_at,usercreated,usermodifed
8,Corporación Nuevo Arco Iris,2564,NA,"Privilegiar las regiones como marco territorial y cultural en donde se construyen socialmente modelos sostenibles e imágenes propias de progreso y bienestar.

• Asumir el desarrollo y la paz como una acción que involucra el interés colectivo; apuntando desde la acción social a lograr un sentido democrático de lo público y promoviendo la incorporación de diversos actores en los procesos de planeación abierta y participativa del desarrollo, tanto en zonas urbanas como rurales.

• Promover activamente procesos que contribuyan a la modernización y democratización del Estado en Colombia, y en acciones que afiancen la convivencia pacífica y que descarten la violencia política armada como camino para el cambio y la transformación social.

• Trabajar por la construcción de un nuevo orden social en el que prevalezca la paz, la equidad y la justicia social mediante estrategias de intervención en el ámbito del desarrollo humano desde un enfoque integral de derechos.

","Contribuir a la construcción de un nuevo orden social en el que prevalezcan la paz, el respeto a la diferencia, la equidad y la justicia social mediante estrategias de intervención en el ámbito del desarrollo humano, social, político, cultural, económico y ambiental.
","La Corporación Nuevo Arco Iris desarrolla su labor partiendo de la comprensión sobre la interdependencia entre la paz y el desarrollo: el desarrollo es condición fundamental para una paz duradera, y a su vez, la convivencia pacífica es condición esencial para lograr el desarrollo.
",uploads/grupos/nuevo_arco_iris.jpeg,TRUE,2010/05/11 12:28:16,2012/05/30 14:32:22,NA,NA
53,Razón Pública,3100,2008-07-07,"RAZÓN PÚBLICA estará dedicada al análisis permanente de la coyuntura y al pensamiento prospectivo. Con un pie en la academia y otro pie en el periodismo, la Fundación pretende que el argumento racional y la propuesta “desinteresada” – o de interés público- tengan mucho más espacio en la vida pública colombiana. Su especificidad radica en servir de puente entre el saber educado y la opinión influyente.","En principio, la FUNDACIÓN RAZÓN PÚBLICA tendrá cuatro líneas de acción complementarias, que irá iniciando de manera gradual y sucesiva:

- Análisis Periodístico. Objetivo: ayudar a que la opinión influyente tenga una comprensión más completa, profunda y contextualizada de los hechos que van siendo noticia.

- Colombia y el mundo. Objetivo. Ayudar a que la comunidad internacional, y en especial quienes toman decisiones que afectan directamente a Colombia, tengan una visión más balanceada y profunda de la situación, los desafíos y las posibilidades del país. Y ayudar a que las elites colombianas tengan una visión más balanceada y profunda de los procesos internacionales que más nos afectan.

- Construyendo futuro. Estimular y ayudar a difundir entre las elites colombianas el pensamiento prospectivo o la mirada de largo plazo.

- Un diálogo más amplio. Ayudar a que las comunidades académicas aporten más al debate público y a que los medios de comunicación hagan más uso del saber académico sobre la sociedad colombiana.
","RAZÓN PÚBLICA es un punto de convergencia y un instrumento para la expresión de los intelectuales colombianos comprometidos con el proyecto de una sociedad pacífica, democrática, legal, justa y productiva.",uploads/grupos/rpublicaconurl_.jpg,TRUE,2010/10/08 16:07:35,2012/03/07 14:46:08,NA,NA
59,Sisdhes - CODHES,3190,1992-02-15,"Contribuir a la promoción y protección de los Derechos Humanos, en especial de la población desplazada, a través de la investigación, el desarrollo de sistemas de información, análisis y formulación de alternativas institucionales y la construcción de soluciones sociales desde una perspectiva democrática y de convivencia pacífica.

Esta proyección exige trabajar para la urgencia de la crisis, pero tambi8én para un eventual escenario de post conflicto que requiere el fortalecimiento de capacidades sociales y protección de las comunidades, grupos poblacionales y sectores en medio del conflicto.

CODHES asume la crisis humanitaria desde una perspectiva amplia (desplazamiento forzado, refugio, confinamiento, poblaciones en riesgo, migraciones por fumigaciones, comunidades receptoras, retorno y restablecimiento) en función de reafirmar los derechos humanos y el derecho internacional humanitario en el marco de la cooperación internacional.

Objetivos especificos:

Promover la prevención de las causas del desplazamiento forzado, la atención humanitaria de emergencias y post emergencias, la protección y recuperación socio económica y psicosocial de la población en situación de desplazamiento.
Evidenciar el fenomeno del desplazamiento forzado y sensibilizar frente a esta post problemática al estado, la sociedad civil y la comunidad internacional.
Caracterizar el problema del desplazamiento forzado en sus causas,dinámicas y consecuencias sociales, económicas, culturales y políticas en los ámbitos locales, regionales, nacionales y globales.
Analizar las formas de intervención institucional y contribuir a la formulación de alternativas institucionales de resolución democrática y social.
Contribuir a la construcción de propuestas social frente a la problemática de la población en situación de desplazamiento.
Avanzar en la consolidación institucional de Codhes para garantizar el logro de los objetivos.","Trabajar por la realización y la vigencia integral de los derechos humanos y el derecho internacional humanitario, por el fortalecimiento de capacidades sociales con énfasis en la problemática de las poblaciones en situación o riesgo de desplazamiento y/o refugio, y desde la perspectiva de construcción democrática de paz con justicia social.","CODHES se proyecta como una organización de contribuye en la búsqueda de una solución democrática del conflicto armado y la superación de la crisis humanitaria, social y de derechos humanos desde una opción de equidad, justicia social y desarrollo sostenible y sustentable.",uploads/grupos/codhes_.jpg,TRUE,2010/11/12 19:39:42,2013/04/11 20:26:29,NA,NA
91,Congreso Visible_ Capítulo Valle del Cauca,5633,NA,NA,NA,NA,uploads/grupos/CV_pequeño.jpg,TRUE,2012/07/05 20:11:26,2012/07/05 20:11:26,NA,NA
48,Nariño Visible,2948,2010-02-26,"Cómo y para qué surge Nariño Visible?

• Surge a partir del proceso de capacitación Voto Informado PNUD y Congreso Visible
• Tras conocer la experiencia Congreso Visible.
• Para crear un mecanismo efectivo de diálogo y visibilización de la gestión de las y los  congresistas nariñenses con base en los principios de transparencia y rendición de cuentas.
• Para facilitar información sobre la actividad de candidatos-as, su hoja de vida, gestión y trayectoria con el fin de ejercer un voto informado y responsable. 
",NA,NA,uploads/grupos/LOGOTIPO_NARIÑO_VISIBLE.jpg,TRUE,2010/09/09 13:50:25,2013/05/17 16:05:48,NA,NA
92,Partido Liberal Dirección Antioquia,5647,2009-09-27,"•	Crear un ejercicio de reconstrucción de confianzas, de diálogo abierto, de respeto y concertación
•	Construir unidad en el Partido, sin sectarismos ni exclusiones.
•	Abrir nuevos espacios de participación y renovación del Partido Liberal en Antioquia.","La Dirección Liberal Departamental de Antioquia se planteo como estrategia conseguir la reunificación del Partido Liberal en Antioquia, fortalecer la institucionalidad y  generar espacios de encuentro y concertación entre los diferentes matices del Partido, con miras a recuperar la credibilidad de la ciudadanía y la militancia en general e n los diferentes sectores liberales del Departamento de Antioquia.","Lograr para el 2015 la unidad del Partido Liberal en Antioquia,  abriendo nuevos espacios de participación y renovación del Partido Liberal en Antioquia.",uploads/grupos/logo_DLD_Antioquia1png.jpg,TRUE,2012/07/10 15:27:11,2012/07/10 15:54:13,NA,NA
88,Jóvenes Verdes Colombia,5025,2005-11-25,"Principios del Partido

1. Rechazo a cualquier tipo de violencia y a cualquier complicidad con grupos al margen de la ley y con funcionarios o ciudadanos corruptos
 
2. Respeto a la vida
 
3. Manejo transparente y eficiente de los recursos públicos como recursos sagrados
 
4. Incorporación, en las decisiones públicas y privadas, de la previsión y manejo de las consecuencias ambientales
 
5. Primacía del interés general sobre el interés particular
 
6. Respeto y defensa de la Constitución Política
 
7. Reconocimiento y valoración de las diferencias y la pluralidad
 
8. Coherencia entre fines y métodos, no al ""todo vale""
 
9. Construir sobre lo construido


Prioridades Programáticas

1. Cultura ciudadana y educación como pilares del desarrollo
 
2. Defensa y cuidado del medio ambiente y de la biodiversidad.
 
3. Búsqueda efectiva de la igualdad, la equidad, el ejercicio de los derechos y el acceso a la justicia
 
4. Desarrollo sostenible desde los puntos de vista social, económico y ambiental
 
5. Seguridad y convivencia por el derecho a vivir sin miedo
 
6. Fortalecimiento de la autonomía y productividad de las regiones
 
7. Crecimiento económico con redistribución
 
8. Focalización de las políticas públicas en niñez y juventud
 
9. Ampliación de capacidades y oportunidades
 
10. Eliminación de toda clase de discriminación sexual o de género",NA,NA,uploads/grupos/PARTIDO_VERDE.jpg,TRUE,2012/02/14 14:57:52,2013/10/22 18:20:53,NA,NA
93,Organización Nacional Indígena de Colombia (ONIC),5682,1982-02-24,"El Propósito de la ONIC es la promoción y defensa de los derechos, la cultura, la autonomía y el territorio  de los pueblos indígenas.","Fortalecer y apoyar el gobierno propio de los pueblos indígenas y su ejercicio de autoridad para que asuman con  unidad, autonomía y dignidad,  el control  de sus territorios y la realización y defensa   de sus derechos humanos y colectivos.

Propender por el reconocimiento  social e institucional de la identidad étnica y cultural de los pueblos indígenas, acompañándolos en sus procesos organizativos propios de carácter local, regional, nacional e internacional.

Facilitar y gestionar la participación de los pueblos indígenas y sus representantes en los escenarios de decisión y ejecución de políticas públicas, propiciando  y concertando su articulación en  condiciones de equidad y desde su diversidad a  los procesos de desarrollo económico y social del país.

Liderar el reconocimiento institucional y social  de los mandatos políticos de los pueblos indígenas y sus autoridades tradicionales y organizativas.

Posicionar y legitimar a la Organización Nacional Indígena de Colombia, como la representante  e interlocutora de los Pueblos Indígenas y sus Organizaciones.

Participar en la construcción  de un modelo social y económico alternativo, para nuestro país,  con otros movimientos indígenas y sociales, a nivel nacional e internacional.

Construir  estrategias comunes y de interlocución  con otros movimientos sociales, ONGs, el Estado colombiano y organismos nacionales e internacionales de solidaridad y  cooperación,  entre otros, para dinamizar y establecer procesos de paz, justicia y reparación  que permitan terminar con la guerra en nuestro país  y  adquirir garantías post conflicto  de un futuro propio para los Pueblos Indígenas.","La ONIC, reestructurada y  transformada en una  instancia mayor de gobierno propio de todos los Pueblos Indígenas de Colombia y sus autoridades, con capacidad para concertar y establecer políticas nacionales que fortalezcan la autonomía territorial y   Jurisdiccional  indígena  y de emitir leyes indígenas  que sean reconocidas por el Estado colombiano y sus instituciones que contribuyan a  crear  capacidades de autogobierno en los pueblos indígenas, para el  ejercicio de sus derechos colectivos.

Una entidad de derecho propio de los indígenas colombianos  con competencias legitimas, para realizar procesos de concertación entre los Pueblos  indígenas, sus autoridades y organizaciones; así como con el Estado colombiano  y el Gobierno Nacional; además, con facultades para generar políticas que fortalezcan el reconocimiento de la autonomía y el cumplimiento de los Derechos de los Pueblos Indígenas en la Nación.

La ONIC, como un escenario nacional  de reflexión que realiza la unidad en la diversidad y propicia consensos políticos entre los pueblos indígena e incentiva la solidaridad con otros sectores sociales, aportando a la construcción de una sociedad democrática, justa y equitativa que soluciona pacíficamente sus conflictos.

Un instrumento organizativo  con capacidades renovadas para darle respuestas a los retos de la globalización; así como, a las demandas políticas, culturales y territoriales de los pueblos indígenas y establecer alianzas con otros Pueblos Indígenas y Organizaciones Populares Nacionales e Internacionales. Una empresa política de los pueblos indígenas regida por principios de transparencia,  eficacia y eficiencia administrativa; que avanza hacia su propia sostenibilidad, descentralizando sus actividades.",uploads/grupos/LOGO_ONIC_11.png,TRUE,2012/07/26 22:01:02,2012/07/31 16:56:03,NA,NA
49,CINEP/ Programa por la Paz,3012,NA,NA,NA,NA,uploads/grupos/LOGO_CINEP_PPP_color.jpg,TRUE,2010/09/22 20:06:44,2012/10/01 16:12:24,NA,NA
94,Concejo Visible Medellín,6078,2012-01-01,"Objeto de Estudio: 
Concejo Visible Medellín tiene como principal objeto de estudio el control social, el seguimiento y la sistematización de la práctica administrativa del Concejo de Medellín.
 
Objetivo General:
Realizar un seguimiento sistemático al Concejo de Medellín, con el fin de visibilizar y sistematizar el desempeño de cada concejal, las bancadas y la Corporación en general.
 
Objetivos Específicos:
 
 •    Crear escenarios de transparencia y visibilidad en la gestión de la Corporación.
 •    Entregar a la ciudadanía elementos de juicio para que comprendan el funcionamiento del concejo y puedan valorar de manera informada y responsable la gestión de cada concejal.
 •    Propiciar  espacios  para  la  rendición  de  cuentas  y  la  participación  ciudadana  en  lo público.
","Misión:

Fortalecer la labor del Concejo Municipal a través del seguimiento y control ciudadano de sus funcionales legales y constitucionales, permitiendo así promover el crecimiento de la cultura política y la gobernabilidad en toda la ciudad. 
","Visión:

Concejo Visible Medellín será un centro de veeduría e información reconocido por la ciudadanía,  legitimado por ésta, y utilizado como fuente de información sobre la gestión del Concejo Municipal por universidades, medios de comunicación, centros de pensamiento, partidos políticos, movimientos ciudadanos, sociales y políticos.
",uploads/grupos/Concejo_visible_Medellín.jpg,TRUE,2012/10/19 20:00:58,2012/10/31 16:38:36,NA,NA
95,Ojalá El Portal para la Paz,6174,2012-10-16,NA,"Misión 
Ojala.com.co apuesta por la paz. Por la paz justa. Por la paz perdurable. Por la paz sostenible. Por la paz que garantice la equidad. Por la paz sin abusos. Por la paz definitiva.

La paz no puede entenderse, simplemente, como una foto o como la firma protocolaria de un documento. La paz implica perdón, justicia, reconciliación, verdad y reparación. Por eso mismo, la paz no puede construirse si persisten fenómenos y manifestaciones que han roto el alma de los colombianos. Que han desangrado a nuestro país. La galería de infamias debe terminar para siempre.
",NA,uploads/grupos/ojala_proceso_de_paz.jpg,TRUE,2012/12/05 14:25:24,2012/12/06 17:57:02,NA,NA
18,Movimiento Nacional Cimarrón,3099,1982-12-15,"1. Presentar y gestionar con las entidades gubernamentales y privadas, nacionales e internacionales, políticas y programas en pro del desarrollo de las comunidades afrocolombianas, y en observancia y aplicación práctica de la Convención de derechos humanos, la Convención Internacional para la Eliminación de todas las formas de Discriminación Racial, la Convención Internacional para la Eliminación de todas las formas de discriminación de las Mujeres, y el Tratado de Río de Janeiro sobre la Defensa y Protección del Medio Ambiente, y la Convención de Derechos de los Niños y Niñas.

2. Promover la organización autónoma de las comunidades afrocolombianas a nivel local y nacional, su concientización y movilización en pro de condiciones de vidas dignas.

3. Educar para la eliminación del racismo de la conciencia colectiva e individual de los colombianos y colombianas.

4. Impulsar programas y acciones tendientes a la eliminación de las prácticas de discriminación racial que afectan la sociedad colombiana.

5. Promover la educación, organización y empoderamiento de las mujeres afrocolombianas.

6. Desarrollar, enaltecer y difundir la identidad afrocolombiana o afrocolombianidad, como patrimonio de cada colombiano y colombiana y del conjunto de la sociedad nacional.

7. Proteger y conservar la biodiversidad y los derechos que asisten a las comunidades afrocolombianas sobre sus territorios ancestrales.

8. Estimular la participación política autónoma del pueblo afrocolombiano, reivindicando el ejercicio de la representación equitativa que le corresponde dentro de la sociedad colombiana.

9. Promover las relaciones e identidad entre la sociedad colombiana y los pueblos africanos, y la unidad continental entre los pueblos afroamericanos.","Promover la organización étnica autónoma, la etnoeducación y concientización, y la participación democrática del pueblo afrocolombiano, para que sus comunidades puedan conocer su historia, ejercer sus derechos étnicos y ciudadanos, y autogestionar un plan de vida con desarrollo económico, social, cultural y político.","Ser una organización fuerte con cobertura nacional e internacional, reconocida y respetada por el liderazgo, y capaz de movilizar la solidaridad y compromiso de las instituciones estatales y los diversos sectores sociales del pueblo colombiano, en especial, los afrocolombianos.",uploads/grupos/Cimarron.png,TRUE,2010/05/11 13:03:00,2013/01/28 22:14:40,NA,NA
96,Caribe Visible,6950,2013-03-01,NA,NA,NA,uploads/grupos/Caribe_Visible1.png,TRUE,2013/08/29 17:29:48,2013/08/29 17:55:01,NA,NA
74,Central Pastoral Afrocolombiana,3915,2004-03-20,"Enculturación del Evangelio.
Investigación y formación étnico-cultural.
Desarrollo humano integral.
Organización y participación social.
","La Pastoral Afrocolombiana es la acción evangelizadora de la iglesia católica que promueve integralmente al pueblo afrocolombiano para que éste, desde su identidad cultural, viva el proyecto del Reino de Dios.","La Pastoral Afrocolombiana, desde su acción evangelizadora, aporta a la construcción de una Iglesia con rostro propio que incluya la espiritualidad afrocolombiana, reconozca nuestra identidad, favorezca la cohesión de las organizaciones y el mejoramiento de las condiciones de vida del pueblo; y así lograr, ofrecer a la Iglesia Universal y al pueblo colombiano los dones de la herencia africana.",uploads/grupos/Cepac.png,TRUE,2011/05/27 15:11:29,2015/03/24 19:43:34,NA,NA
97,Bloque Pacífico | Alianza IRI - RAP Pacífico,14655,2017-01-18,NA,NA,NA,NA,TRUE,2020/05/27 15:08:03,2020/05/27 15:08:21,NA,NA
