id,created_at,updated_at,nombre,fechaDeCreacion,lugar,estatutos,lineamientos,resenaHistorica,activo
194,2014-02-13 15:52:30.124133,2018-02-02 15:34:12.709520,"Funsoproesat - Fundación para el Progreso Caribeño de Santa Catalina de Alejandría, Bolívar",NA,NA,NA,NA,NA,2
94,2010-01-17 17:19:23.614845,2018-02-02 15:43:05.763320,PSD Partido del Socialismo Democrático,NA,NA,NA,NA,NA,2
169,2014-02-10 15:42:37.260870,2020-04-29 16:32:41.929293,Corporación Poder Ciudadano,NA,NA,NA,NA,NA,2
237,2018-02-05 16:11:54.140877,2020-04-28 21:51:27.727846,Fundación Renacer para Todos,NA,NA,NA,NA,NA,2
218,2018-02-02 16:46:23.932100,2020-04-28 21:51:34.750171,Fundalabor - Fundación Laborar por Colombia,NA,NA,NA,NA,NA,2
222,2018-02-02 17:45:25.298123,2020-04-28 21:51:37.876965,Fundevia - Fundación Deportiva Viáfara,NA,NA,NA,NA,NA,2
108,2010-01-17 17:19:23.703314,2011-04-19 21:18:24.385785,Visionarios Con Antanas Mockus,2000-04-01,NA,NA,"1. Coherencia entre fines y m&eacute;todos: Plantearse fines nobles es algo muy importante. Pero de la misma manera es importante ser rigurosos con los caminos que recorremos para conseguirlos. Ser visionario es ser legal y no permitirse conseguir los objetivos a cualquier costo. Tenemos que vencer la cultura del atajo, el &ldquo;todo vale&rdquo; y el facilismo. 2. La cultura es importante y es transformable: La ley y la conciencia moral son elementos importantes para la vida humana en comunidad. No obstante ellas solas no son suficientes. La cultura, entendida como el conjunto de reglas sociales y costumbres compartidas, tambi&eacute;n es importante. Muchos de los problemas de nuestra sociedad tienen como fuente, costumbres inadecuadas que se encuentran muy arraigadas en algunos grupos sociales. Ser visionario es reconocer el valor de la cultura como pilar de la sociedad y de la educaci&oacute;n como medio para su formaci&oacute;n. La cultura tambi&eacute;n es transformable: Algunas personas creen que no es posible hacer cambios deliberados e intencionales de la cultura. No obstante, el proceso de transformaci&oacute;n vivido en Bogot&aacute; en los &uacute;ltimos 12 a&ntilde;os muestra lo contrario; por medio de la pedagog&iacute;a y de la toma de conciencia es posible cambiar costumbres problem&aacute;ticas. Ser visionario es reconocer la posibilidad de un mejor horizonte social y tener la capacidad y la decisi&oacute;n de cambiar h&aacute;bitos que nos hacen da&ntilde;o como sociedad. 3. La transformaci&oacute;n de la cultura debe tener como horizonte y camino la Constituci&oacute;n: Vivimos en un pa&iacute;s diverso, rico en universos culturales. La Constituci&oacute;n Pol&iacute;tica de Colombia es la plataforma sobre la cual esos diversos universos culturales se encuentran; es su horizonte de comuni&oacute;n, pues es un proyecto que nos une en medio de nuestra diversidad. Ser visionario es reconocer el importante papel de la Constituci&oacute;n, respetarla y entender las posibilidades que nos ofrece, as&iacute; como rechazar aquellos comportamientos que no se ajustan a ella, por que entendemos que esos actos afectan el bienestar presente y futuro de la comunidad colombiana. 4. Democracia deliberativa y expresiva: Es importante creer en la comunicaci&oacute;n y en la discusi&oacute;n, porque los seres humanos somos seres fundamentalmente comunicativos. Es importante aprender a reconocer los buenos argumentos, as&iacute; como aprender a comprender a los dem&aacute;s; entender sus puntos de vista pero tambi&eacute;n sus sentimientos y emociones. La democracia no es s&oacute;lo tener la capacidad para votar y elegir; una democracia s&oacute;lida requiere ciudadanos libres, capaces de entender distintos temas de relevancia para el pa&iacute;s y de tomar decisiones basados en la raz&oacute;n y los argumentos. Ser visionario es saber discutir, saber entender con claridad los distintos puntos de vista y tener la capacidad para comprender al otro en sus sentimientos. 5. Mayor equidad, principalmente, por la v&iacute;a de la educaci&oacute;n: Durante muchos a&ntilde;os se crey&oacute; que el problema de la equidad era un problema &uacute;nica y exclusivamente de repartici&oacute;n de bienes y dinero. No obstante, algo que nos muestran las sociedades contempor&aacute;neas es que uno de los principales factores que generan diferencias sociales se da en las posibilidades que tienen las personas en el acceso al conocimiento y a una formaci&oacute;n que contribuya al desarrollo de la autonom&iacute;a. La educaci&oacute;n (una buena educaci&oacute;n) genera mejores ciudadanos, m&aacute;s libres y con m&aacute;s capacidad de aportar al conjunto de la sociedad.","<p>Somos un grupo de ciudadanos que sentimos la necesidad de construir un movimiento a largo plazo que transforme realmente las pr&aacute;cticas pol&iacute;ticas y que sea una opci&oacute;n nueva para Colombia. Consideramos que para lograr la transformaci&oacute;n cultural que requiere nuestro pa&iacute;s en materia de lo pol&iacute;tico no basta con lograr el triunfo en unas elecciones presidenciales. Lograr un cambio favorable para Colombia es posible y es posible hacerlo por las buenas. Nos hemos comprometido en la consolidaci&oacute;n de un nuevo movimiento pol&iacute;tico en que participan ciudadanos comprometidos, acad&eacute;micos destacados, l&iacute;deres sociales, empresarios y varios exfuncionarios de la Alcald&iacute;a de Bogot&aacute; quienes han trabajado con el profesor Mockus en sus dos alcald&iacute;as. Todos los que hacen parte de este proceso son ciudadanas y ciudadanos zanahorios que tienen la firme convicci&oacute;n de que la &uacute;nica fuerza que debe reinar en la democracia es la fuerza de los argumentos. Este grupo de ciudadanos se ha denominado Visionarios. En contra de las estrategias a corto plazo, nuestra visi&oacute;n incluye un proyecto de pa&iacute;s con el horizonte de 70 a&ntilde;os. Para ello, deseamos consolidar nuestra organizaci&oacute;n y nos hemos propuesto por ahora dos tareas: Primera, apoyar la candidatura a la presidencia de Antanas Mockus 2006-2010. Segunda, consolidar nuestra organizaci&oacute;n con la creaci&oacute;n formal del Partido Visionario. Con esto, estamos proponiendo un partido pol&iacute;tico que sea un espacio de deliberaci&oacute;n y que ayude a cualificar cada d&iacute;a la opini&oacute;n p&uacute;blica.</p>",2
120,2010-01-29 16:48:21.890335,2011-05-09 16:21:04.027618,Movimiento Progresismo Democrático,NA,NA,NA,NA,NA,2
33,2010-01-17 17:19:23.352637,2011-05-19 17:07:50.381395,Convergencia Popular Cívica (e),NA,NA,NA,NA,NA,2
129,2010-02-16 15:55:40.960903,2011-05-09 16:26:11.621706,Si Colombia,NA,NA,NA,NA,NA,2
119,2010-01-26 18:45:05.023082,2011-05-09 16:28:35.967550,Frente Social y Político,NA,NA,NA,NA,NA,2
66,2010-01-17 17:19:23.513025,2016-04-04 19:41:55.743302,Movimiento Conservatismo Independiente,NA,NA,NA,NA,NA,2
127,2010-02-16 14:24:03.699871,2011-05-09 16:29:20.961350,Nuevo Liberalismo,NA,NA,NA,NA,NA,2
63,2010-01-17 17:19:23.502369,2011-05-17 16:04:14.821094,Compromiso Cívico Cristiano - C4,NA,NA,NA,"Nuestro pa&iacute;s, Colombia tierra promisoria habitada por hombres y mujeres amantes del trabajo y del progreso, ha visto menguada sus esperanzas en las &uacute;ltimas tres d&eacute;cadas. En cumplimiento de las exigencias que demanda el momento hist&oacute;rico en el cual vivimos surge el C-4 Compromiso C&iacute;vico Cristiano con la Comunidad: <br />-Compromiso: No podemos ser indiferentes a la crisis que vive nuestro pa&iacute;s. No queremos ignorar, ni ser ignorados en el momento actual. <br />_Civico: El rescate de los valores ciudadanos marca el progreso y el empuje de los pueblo. <br />_Cristiano: Nuestra plataforma ideol&oacute;gica tiene como fundamento los principios y las ense&ntilde;anzas consagradas en la Biblia. Cristo es nuestro m&aacute;ximo exponente. <br />_Con la comunidad: Es nuestro campo de acci&oacute;n, y nuestro principal polo de desarrollo. <br />El C4 tiene buenas relaciones con el presidente Uribe, sin embargo el Senador Jimmy Chamorro voto en contra el proyecto de reelecci&oacute;n. Su ideolog&iacute;a es de car&aacute;cter conservadora promoviendo los valores cristianos. Est&aacute;n en contra del aborto y la eutanasia. No apoyan el TLC. Chamorro asegura que votar&aacute; negativamente el TLC en el Congreso. <br /><br />","<p>En 1992, Chamorro funda el C4 y dos a&ntilde;os despu&eacute;s participa por primera vez en elecciones legislativas, aprovechando el auge de los movimientos pol&iacute;ticos con orientaci&oacute;n cristiana. En 1998, repite como senador y se convierte en el congresista cristiano con m&aacute;s votos en el pa&iacute;s.</p>",2
133,2010-04-15 22:59:32.310619,2010-09-03 21:03:29.829512,Movimiento Social e Indígena,NA,NA,NA,NA,NA,2
134,2010-04-23 14:51:00.802669,2010-09-03 21:04:39.533408,Unidad Liberal,NA,NA,NA,NA,NA,2
1,2009-11-25 09:17:53.000000,2011-05-09 16:38:07.605218,Convergencia Ciudadana,NA,NA,NA,"<p align=""left"">Convergencia Ciudadana practicar&aacute; los principios de defensa a la vida. Libertad, igualdad, &eacute;tica, seguridad y respeto a la propiedad; pero entendidos estos no en sus aspectos formales o ideales; si no dentro del contexto de sus valores fundamentales d&aacute;ndoles contenido, trabajando por ello para asegurar su eficacia y materialidad como derechos vertebrales del ser humano. <br /><br />Ver mas: <a href=""http://www.convergencia.org.co/convergencia/pag_plataforma.asp"">http://www.convergencia.org.co/convergencia/pag_plataforma.asp</a></p><p align=""left"">&nbsp;</p>","<p>Dada la falta de referentes v&aacute;lidos a nivel nacional y ante la necesidad hist&oacute;rica de concretar una alternativa de poder, dirigentes de diferentes sectores de la sociedad (empresarios, trabajadores, intelectuales, pol&iacute;ticos y ciudadan&iacute;a en general) unieron esfuerzos para lograr que el 24 de julio de 1997, se le concediera la personer&iacute;a jur&iacute;dica No 171 del Consejo Nacional Electoral a CONVERGENCIA CIUDADANA. Con la dirigencia de Luis Alberto Gil Castillo y Jairo C&eacute;spedes Camacho, se logr&oacute; consolidar el proyecto pol&iacute;tico inicialmente en Santander, en donde se obtuvo una curul en el Concejo de Bucaramanga y una en la Asamblea Departamental. Paralelamente, se estructuraron nuevas empresas sociales que han permitido la generaci&oacute;n de empleo y la recuperaci&oacute;n econ&oacute;mica de la regi&oacute;n, siendo esta una nueva forma de hacer pol&iacute;tica enmarcada en escenarios de concertaci&oacute;n (fuentes de empleo)y dinamizando la potenciaci&oacute;n de todos los ciudadanos para construir una sociedad articulada al Estado, sin corrupci&oacute;n ni politiquer&iacute;a.</p>",2
115,2010-01-17 17:19:23.754474,2011-04-14 15:00:44.020549,Afrounincca,2007-07-25,NA,NA,NA,NA,2
162,2014-02-10 15:13:02.329579,2014-07-22 11:13:19.002715,Cabildo del Resguardo de Calderas,NA,NA,NA,NA,NA,2
161,2014-02-10 15:05:10.030414,2018-02-02 15:32:34.326999,Aimac - Autoridades Indígenas de Medicina Ancestral de Colombia,NA,NA,NA,NA,NA,2
132,2010-03-11 18:12:33.741054,2018-02-02 15:33:43.920890,FISA - Fundación Integración Social Afrocolombiana,NA,NA,NA,NA,NA,2
177,2014-02-10 16:17:53.107998,2020-04-28 21:50:18.189630,Esafro Fundación Esperanza Afro,NA,NA,NA,NA,NA,2
229,2018-02-02 18:51:09.191364,2020-04-28 21:51:41.519542,Kusuto Magende Cokumalu de Luruaco,NA,NA,NA,NA,NA,2
227,2018-02-02 18:30:12.794109,2020-04-28 21:52:34.745877,MISCA - Consejo Comunitario de Comunidades Negras Palenque Vereda Las Trescientas y Galapa,NA,NA,NA,NA,NA,2
29,2010-01-17 17:19:23.320676,2011-05-17 15:45:05.554729,Colombia Siempre,1993-08-17,NA,NA,"EL  PARTIDO POLITICO COLOMBIA SIEMPRE, es una colectividad conformada por hombres y mujeres comprometidos a luchar incansablemente por el logro del bien com?n, obrando siempre de conformidad con los postulados democr?ticos y pluralistas propios del Estado de Derecho.El PARTIDO POLITICO COLOMBIA SIEMPRE, se estructura sobre la base del respeto a la Constituci?n y a la Ley. EL PARTIDO POLITICO COLOMBIA SIEMPRE, es un partido democr?tico e independiente, con esp?ritu joven, visi?n de poder, constituido a partir de postulados liberales para trabajar por el bienestar de los colombianos y por la renovaci?n pol?tica en nuestro pa?s, en busca de una democracia de todos los d?as, de todas las horas, y de todos los lugares, es decir, de una democracia cotidiana en todos sus espacios sociales.","<p>COLOMBIA SIEMPRE  naci&oacute; como una propuesta ante la apertura pol&iacute;tica de la Constituci&oacute;n de 1991.Juan Lozano convoc&oacute; a un grupo de l&iacute;deres, especialmente j&oacute;venes,  con vocaci&oacute;n de servicio e inter&eacute;s en lo p&uacute;blico,  para constituir un movimiento pol&iacute;tico  que por fuera de los partidos tradicionales, se constituyera en ejemplo nacional de lo que es hacer pol&iacute;tica con honestidad y compromiso. El 17 de Agosto de 1993, en el Hotel Tequendama se realiza el acto  colectivo de presentaci&oacute;n del movimiento. COLOMBIA SIEMPRE surge como una alternativa de renovaci&oacute;n de las costumbres y la dirigencia pol&iacute;tica y en particular para la recuperaci&oacute;n de la funci&oacute;n esencial del Congreso: representar los anhelos y las necesidades del ciudadano. Somos un movimiento amplio e independiente. Nuestro primer reto es rescatar el Senado y la C&aacute;mara con colombianos de bien, con verdadera vocaci&oacute;n de servicio y esp&iacute;ritu de trabajo. Vamos a poner a funcionar el Congreso y devolverle su dignidad. Indiferencia nunca, COLOMBIA SIEMPRE! (Juan Lozano). El 17 de Enero de 1994 se protocoliz&oacute; en la Notar&iacute;a 9 de Bogot&aacute;  el compromiso de una agenda legislativa, como iniciativas de la lista al Senado.No se obtuvo curul en las elecciones de marzo de 1994. En 1997 Susana Gonz&aacute;lez es elegida Concejal de  Bogot&aacute;, avalada por el partido Liberal. En 1998 el equipo pol&iacute;tico obtiene dos curules en la C&aacute;mara de Representantes: Nancy Patricia Guti&eacute;rrez por Cundinamarca, avalada por el Partido Liberal, ya que Colombia Siempre no ten&iacute;a personer&iacute;a jur&iacute;dica; Sergio Cabrera, avalado con firmas e inscrito como Colombia Siempre. En Julio 25 de 2001, el Consejo Nacional Electoral otorga personer&iacute;a jur&iacute;dica al partido pol&iacute;tico COLOMBIA SIEMPRE. En julio 3 de 2003 se aprueba la reforma pol&iacute;tica que fortalece los partidos pol&iacute;ticos y determina el sistema de lista &uacute;nica por partido, umbral, cifra repartidora. En las elecciones de 2003 COLOMBIA SIEMPRE  no aval&oacute; lista al Concejo de Bogot&aacute;. Germ&aacute;n Vargas (Senador de Colombia Siempre)  organiza lista al Concejo con el aval del Partido Cambio  Radical, en donde se ubica Susana Gonz&aacute;lez (Actualmente Concejal). En Junio de 2004 renuncian a COLOMBIA SIEMPRE: Germ&aacute;n Vargas, Gustavo Sossa y Germ&aacute;n Var&oacute;n. En Julio de 2004 aparece ante los medios de comunicaci&oacute;n la noticia de la fusi&oacute;n de COLOMBIA SIEMPRE con Cambio Radical,  lo que jur&iacute;dicamente no se da.</p>",2
130,2010-03-03 17:44:59.545092,2010-09-03 20:59:55.795506,ASNEA,NA,NA,NA,NA,NA,2
35,2010-01-17 17:19:23.361129,2012-06-08 19:21:35.777932,Salvación Nacional,NA,NA,NA,NA,"<p>Los partidos tradicionales regresaron al poder en 1958, con la firma del Frente Nacional, acuerdo que reparti&oacute; el gobierno del pa&iacute;s entre liberales y conservadores por 16 a&ntilde;os. Durante el Frente Nacional, la divisi&oacute;n interna del conservatismo tuvo un relevo generacional. Por un lado, &Aacute;lvaro G&oacute;mez, hijo de Laureano, y por el otro, Misael Pastrana, &uacute;ltimo presidente del Frente Nacional y heredero de Ospina P&eacute;rez, se disputaron el control interno del partido. La divisi&oacute;n se agudiz&oacute; en las d&eacute;cadas de los ochenta y noventa y afect&oacute; la unidad de los conservadores, que terminaron fundando movimientos disidentes que representaban cada sector: el Movimiento de Salvaci&oacute;n Nacional, fundado por &Aacute;lvaro G&oacute;mez, y la Nueva Fuerza Democr&aacute;tica, fundada por Andr&eacute;s Pastrana.</p>",2
44,2010-01-17 17:19:23.397910,2011-05-17 15:41:34.035333,Somos Colombia,NA,NA,NA,NA,NA,2
30,2010-01-17 17:19:23.323241,2011-05-09 16:17:20.439669,Colombia Viva,NA,NA,NA,"<p align=""left"">Impulsar el desarrollo empresarial de Colombia a trav&eacute;s de procesos que faciliten la ejecuci&oacute; de proyectos productivos.Identificar y difundir las instancias del orden nacional e internacional que proporcionan recursos o t&eacute;cnicos, financieros y de infraestructura entre otros, para el fortalecimiento de procesos productivos, econ&oacute;micos y empresariales en Colombia. <br />Identificar y diagnosticar con las comunidades de las diferentes regiones del pa&iacute;s, la vocaci&oacute;n en procesos productivos locales con gran impacto en generaci&oacute;n de empleo. <br />Desarrollar procesos de fortalecimiento a proyectos productivos, que faciliten su identificaci&oacute;n, diagnostico, establecimiento y sostenimiento. <br />Respaldar a la comunidad en procesos productivos de creaci&oacute;n, mantenimiento y fortalecimiento de las fami, micro, peque&ntilde;as, medianas y grandes empresas. <br />Consolidar la visi&oacute;n exportadora empresarial de Colombia <br /></p>",NA,2
114,2010-01-17 17:19:23.746274,2010-03-26 02:58:04.806078,Alianza Social Afrocolombiana,NA,NA,NA,NA,NA,2
42,2010-01-17 17:19:23.392594,2011-05-17 15:47:51.518901,Movimiento Reconstrucción Democrática Nacional,1998-01-28,NA,NA,"RECONSTRUCCION DEMOCRATICA NACIONAL, es un movimiento pol?tico independiente y popular que busca la reconstrucci?n de la naci?n colombiana sobre bases de equidad, justicia social, solidaridad, acceso colectivo a la educaci?n de calidad, a la cultura, a la recreaci?n y al trabajo digno y adecuadamente remunerado, en el marco de un Estado Social de Derecho y, que adem?s, adelanta una coherente e indeclinable lucha contra la corrupci?n.   Para remediar el galopante empobrecimiento y  la grave desigualdad existente, propone un inmediato incremento de la inversi?n social y la realizacion de obras  de infraestructura, para el desarrollo econ?mico del pa?s, que tengan como prop?sito adicional estimular el crecimiento del empleo formal.    Con el fin de combatir la inequidad y la miseria en el campo, propone una reforma agraria que garantice la propiedad comunitaria en favor de los campesinos, de los agricultores despojados y de los desplazados por la violencia. Dicha reforma debe combinarse con estimulos a formas asociativas de explotaci?n agr?cola y ganadera que tengan respaldo comercial interno y externo. En ese contexto, el desarrollo sostenible y la preservaci?n del medio ambiente son pilares de las acciones que se realicen en ese ?mbito.   Igualmente, respalda la idea de que las grandes empresas inviertan en generaci?n de empleo estable y en financiaci?n de proyectos productivos, en lugar de que el gobierno se dedique a favorecer y estimular la concentraci?n de riqueza, las inversiones especulativas y las grandes rentas, mediante la implantaci?n de pol?ticas laborales y tributarias regresivas Considera que el logro de la paz con los alzados en armas, siempre que no conduzca a la impunidad de sus delitos atroces, es un instrumento valioso para el progreso y la integraci?n del pueblo colombiano.","<p>Los fundadores de Reconstrucci&oacute;n Democr&aacute;tica Nacional, en su gran mayor&iacute;a, hicieron parte de la corriente disidente del Partido Liberal que, ante el proceso de corrupci&oacute;n que hab&iacute;a invadido profundamente la estructura de ese partido, le hizo oposici&oacute;n a los gobiernos liberales que, con ese an&oacute;malo comportamiento, se apartaron de la ideolog&iacute;a, los programas y los compromisos del Partido con el pueblo. Esa disidencia surgi&oacute;, primero, de las filas de los seguidores de Carlos Lleras Restrepo, quienes fundaron un Movimiento que se llam&oacute; Democratizaci&oacute;n Liberal y m&aacute;s tarde la Uni&oacute;n Liberal Popular, ULP. De este &uacute;ltimo, hicieron parte destacados l&iacute;deres pol&iacute;ticos como Luis Carlos Gal&aacute;n y Roberto Arenas Bonilla, entre otros. Este Movimiento se constituy&oacute; como una fuerza de oposici&oacute;n al gobierno de Julio C&eacute;sar Turbay, que se caracteriz&oacute; por su laxitud e indiferencia frente al m&aacute;s alarmante proceso de corrupci&oacute;n, fomentado desde las esferas oficiales, que la historia del pa&iacute;s haya conocido. Tanto la Democratizaci&oacute;n Liberal como la ULP abogaron por la moralizaci&oacute;n de las costumbres pol&iacute;ticas y realizaron una lucha denodada contra el clientelismo y la politiquer&iacute;a y en defensa de los Derechos Humanos, cuya violaciones se hab&iacute;an multiplicado. Posteriormente y con el mismo prop&oacute;sito (todav&iacute;a gobernaba el pa&iacute;s Julio C&eacute;sar Turbay) Luis Carlos Gal&aacute;n fund&oacute; el Nuevo Liberalismo, con las mismas banderas del llerismo y de la ULP. Quienes hab&iacute;amos hecho parte de este &uacute;ltimo Movimiento nos incorporamos a las filas del Nuevo Liberalismo para secundar a Gal&aacute;n en su prop&oacute;sito de combatir la corrupci&oacute;n y la politiquer&iacute;a y de fortalecer la democracia en nuestro pa&iacute;s. Despu&eacute;s del atroz asesinato de Gal&aacute;n, quien hab&iacute;a disuelto su Movimiento para sellar la uni&oacute;n del Partido Liberal, a fin de conquistar el poder en su nombre y de realizar en bien de los colombianos sus mejores programas y propuestas, las huestes del Nuevo Liberalismo se dispersaron y fueron a dar casi todas a las toldas del llamado Oficialismo Liberal. Enrique Parejo Gonz&aacute;lez, despu&eacute;s de haber sido Senador de la Rep&uacute;blica por el Nuevo Liberalismo, fue designado ministro de Justicia para remplazar a Rodrigo Lara Bonilla, quien fue cobardemente asesinado por los carteles de la droga. Esto ocurri&oacute; en el gobierno del presidente Belisario Betancur. Al t&eacute;rmino del mandato de Betancur y ante las graves y permanentes amenazas que recib&iacute;a de parte de los narcotraficantes, contra quienes desarroll&oacute; una acci&oacute;n vigorosa, incluso utilizando por primera vez el instrumento de la extradici&oacute;n contra ellos, el doctor Parejo fue nombrado Embajador en un pa&iacute;s socialista, donde fue v&iacute;ctima de un atentado que casi le cuesta la vida. En 1991, durante el gobierno de C&eacute;sar Gaviria, el doctor Parejo regres&oacute; a Colombia a hacerle oposici&oacute;n a aqu&eacute;l, en particular en relaci&oacute;n con los programas neoliberales que adelantaba su gobierno, por la falta de una pol&iacute;tica social eficaz para combatir la pobreza y por la enorme desigualdad de ingresos y riqueza entre una minor&iacute;a privilegiada y la inmensa mayor&iacute;a de los colombianos, que sus pol&iacute;ticas hab&iacute;an profundizado. Tambi&eacute;n se propuso combatir frontalmente la mal llamada pol&iacute;tica de sometimiento a la justicia del presidente Gaviria, que no era otra cosa que el sometimiento del Estado a la voluntad y los intereses de los carteles de la droga. Con esos prop&oacute;sitos y con las banderas del Nuevo Liberalismo, ampliadas con propuestas propias, el doctor Parejo y un grupo de amigos que hab&iacute;an hecho parte del Movimiento de Gal&aacute;n y que quer&iacute;an seguir siendo fieles a los ideales y principios que este hab&iacute;a liderado en Colombia, fundaron el Movimiento Alternativa Democr&aacute;tica Nacional que, luego, se llam&oacute;, como se llama todav&iacute;a, Reconstrucci&oacute;n Democr&aacute;tica Nacional. Este &uacute;ltimo, fue fundado durante el gobierno de Ernesto Samper, con el fin de seguir combatiendo los vicios de la corrupci&oacute;n y la politiquer&iacute;a que se agudizaron en ese per&iacute;odo, y que se manifestaron por la financiaci&oacute;n de su campa&ntilde;a presidencial con dineros il&iacute;citos de uno de los grandes carteles de narcotraficantes.</p>",2
186,2014-02-10 17:41:43.015330,2014-07-22 11:20:40.589624,Multietnia Colombia,NA,NA,NA,NA,NA,2
163,2014-02-10 15:16:00.953210,2014-07-22 11:13:22.302538,Cabildo Indigena de San Sebastián de los Lagos,NA,NA,NA,NA,NA,2
152,2014-01-24 20:01:26.879380,2014-02-10 20:30:24.577437,Movimiento Blanco por la Paz,NA,NA,NA,NA,NA,2
135,2010-05-25 21:00:58.986173,2018-02-02 15:37:20.028694,MOIR - Movimiento Obrero Independiente Revolucionario,NA,NA,NA,NA,NA,2
187,2014-02-10 17:44:58.573265,2018-02-02 15:38:01.264698,OPIAC - Organización de los Pueblos Indígenas de la Amazonia Colombiana,NA,NA,NA,NA,NA,2
188,2014-02-10 17:50:01.260657,2018-02-02 15:38:30.106554,Oeca - Organización Étnica comunitaria Afro Colombia,NA,NA,NA,NA,NA,2
171,2014-02-10 15:54:02.498513,2014-07-22 11:15:23.672227,Corporación Vides y sus Niches,NA,NA,NA,NA,NA,2
172,2014-02-10 15:58:20.294601,2014-07-22 11:15:29.204442,Dignidades Agropecuarias Indígenas,NA,NA,NA,NA,NA,2
174,2014-02-10 16:04:27.460366,2014-07-22 11:17:01.035409,Fundación Afrocolombianos en Acción,NA,NA,NA,NA,NA,2
175,2014-02-10 16:07:26.581290,2014-07-22 11:17:05.750651,Fundación Cultural Costa Caribe Funculcosta,NA,NA,NA,NA,NA,2
173,2014-02-10 16:01:07.510554,2014-07-22 11:16:51.421344,E.A.T. Botica Comunitaria del Valle del Cauca,NA,NA,NA,NA,NA,2
178,2014-02-10 16:21:46.919463,2014-07-22 11:17:15.917089,Fundación Forfuturo,NA,NA,NA,NA,NA,2
179,2014-02-10 16:26:19.664080,2014-07-22 11:17:20.824933,Fundación Intensidad,NA,NA,NA,NA,NA,2
180,2014-02-10 16:32:55.682249,2014-07-22 11:17:26.368639,Fundación para el Desarrollo de la Cuenca del Pacífico Colombiano,NA,NA,NA,NA,NA,2
184,2014-02-10 17:29:55.817250,2014-07-22 11:19:54.196294,Movimiento Afrocolombiano Socioambientalista Macoas,NA,NA,NA,NA,NA,2
138,2012-04-11 20:31:23.443833,2012-04-11 20:51:43.296786,Sin información,NA,NA,NA,NA,NA,2
