id,created_at,edited_at,nombres,entidad_id,cargo_id,old_id,imagen
2266,2010-03-15 06:14:09.234852,2010-03-15 06:14:09.234905,NA,82,187,NA,NA
2267,2010-03-15 06:14:09.247340,2010-03-15 06:14:09.247394,NA,82,187,NA,NA
2268,2010-03-15 06:14:09.259892,2010-03-15 06:14:09.259946,NA,82,187,NA,NA
2269,2010-03-15 06:14:09.271448,2010-03-15 06:14:09.271499,NA,82,187,NA,NA
2270,2010-03-15 06:14:09.284753,2010-03-15 06:14:09.284805,NA,82,187,NA,NA
2272,2010-03-15 06:14:09.310278,2010-03-15 06:14:09.310330,NA,2,13,NA,NA
2271,2010-03-15 06:14:09.297564,2017-06-06 16:34:18.844883,NA,244,13,NA,NA
2288,2010-03-15 06:14:09.509195,2017-06-05 19:27:16.271305,NA,82,240,NA,NA
2534,2010-03-15 06:14:12.622183,2017-06-06 16:35:41.709874,NA,244,13,NA,NA
2253,2010-03-15 06:14:09.069823,2017-06-06 16:43:27.355321,NA,16,13,NA,NA
2197,2010-03-15 06:14:08.367894,2017-06-06 15:46:19.517297,NA,43,55,NA,NA
2302,2010-03-15 06:14:09.680602,2017-06-06 16:47:17.758441,NA,16,13,NA,NA
2228,2010-03-15 06:14:08.751724,2017-06-06 15:46:23.108896,NA,99,55,NA,NA
2286,2010-03-15 06:14:09.484783,2010-03-15 06:14:09.484835,NA,253,172,NA,NA
2187,2010-03-15 06:14:08.247030,2017-06-06 16:57:27.678977,NA,14,13,NA,NA
2289,2010-03-15 06:14:09.521642,2010-03-15 06:14:09.521694,NA,82,187,NA,NA
2290,2010-03-15 06:14:09.533296,2010-03-15 06:14:09.533347,NA,82,187,NA,NA
2291,2010-03-15 06:14:09.546508,2010-03-15 06:14:09.546561,NA,1,187,NA,NA
2292,2010-03-15 06:14:09.558157,2010-03-15 06:14:09.558211,NA,82,187,NA,NA
2293,2010-03-15 06:14:09.570084,2010-03-15 06:14:09.570135,NA,82,187,NA,NA
2229,2010-03-15 06:14:08.763426,2017-06-06 16:57:58.717152,NA,14,13,NA,NA
2232,2010-03-15 06:14:08.800311,2017-06-06 16:58:03.301612,NA,14,13,NA,NA
2240,2010-03-15 06:14:08.903670,2017-06-06 16:58:07.428410,NA,14,13,NA,NA
2300,2010-03-15 06:14:09.655962,2010-03-15 06:14:09.656015,NA,11,126,NA,NA
2243,2010-03-15 06:14:08.940942,2017-06-06 16:58:11.477410,NA,14,13,NA,NA
2219,2010-03-15 06:14:08.638274,2017-06-06 17:07:02.613405,NA,22,13,NA,NA
2236,2010-03-15 06:14:08.850638,2017-06-06 15:46:27.387064,NA,99,55,NA,NA
2186,2010-03-15 06:14:08.234940,2017-06-06 17:44:48.722619,NA,22,13,NA,NA
2313,2010-03-15 06:14:09.817133,2010-03-15 06:14:09.817185,NA,27,147,NA,NA
2239,2010-03-15 06:14:08.891842,2017-06-06 15:46:32.372944,NA,375,55,NA,NA
2310,2010-03-15 06:14:09.780264,2017-06-01 16:26:31.603840,NA,44,248,NA,NA
2263,2010-03-15 06:14:09.198662,2017-06-01 16:30:49.835769,NA,44,248,NA,NA
2296,2010-03-15 06:14:09.602220,2017-06-06 15:47:03.926519,NA,231,55,NA,NA
2280,2010-03-15 06:14:09.409985,2017-06-01 17:09:33.817379,NA,50,109,NA,NA
2198,2010-03-15 06:14:08.379488,2017-06-01 17:09:51.039460,NA,50,109,NA,NA
2200,2010-03-15 06:14:08.404271,2017-06-01 17:09:53.913348,NA,50,109,NA,NA
2181,2010-03-15 06:14:08.172569,2017-06-01 17:17:35.832062,NA,215,109,NA,NA
2195,2010-03-15 06:14:08.342829,2017-06-01 18:11:30.075646,NA,69,109,NA,NA
2242,2010-03-15 06:14:08.927474,2017-06-01 18:25:57.634539,NA,388,269,NA,NA
2285,2010-03-15 06:14:09.473088,2017-06-01 20:10:55.281874,NA,51,294,NA,NA
2309,2010-03-15 06:14:09.767016,2017-06-06 15:47:11.840950,NA,48,55,NA,NA
2254,2010-03-15 06:14:09.081720,2017-06-06 17:48:43.205300,NA,3,13,NA,NA
2255,2010-03-15 06:14:09.095611,2017-06-06 17:48:49.234841,NA,3,13,NA,NA
2258,2010-03-15 06:14:09.132072,2017-06-06 17:48:52.781633,NA,3,13,NA,NA
2260,2010-03-15 06:14:09.160048,2017-06-06 17:48:56.708964,NA,3,13,NA,NA
2185,2010-03-15 06:14:08.221142,2017-06-06 17:56:11.859126,NA,68,13,NA,NA
2250,2010-03-15 06:14:09.029141,2017-06-06 18:09:43.311930,NA,289,13,NA,NA
2212,2010-03-15 06:14:08.552009,2017-06-06 19:10:24.766744,NA,289,13,NA,NA
2220,2010-03-15 06:14:08.651323,2017-06-06 19:27:19.756823,NA,6,13,NA,NA
2295,2010-03-15 06:14:09.591752,2017-06-06 19:27:23.553081,NA,6,13,NA,NA
2182,2010-03-15 06:14:08.184807,2017-06-06 19:49:22.230069,NA,5,13,NA,NA
2184,2010-03-15 06:14:08.209327,2017-06-06 19:49:28.063125,NA,5,13,NA,NA
2216,2010-03-15 06:14:08.602469,2017-06-06 19:49:34.036669,NA,5,13,NA,NA
2257,2010-03-15 06:14:09.120147,2017-06-06 19:49:40.006653,NA,5,13,NA,NA
2261,2010-03-15 06:14:09.171728,2017-06-06 19:49:52.239401,NA,5,13,NA,NA
2178,2010-03-15 06:14:08.133312,2017-06-06 19:52:06.418373,NA,1,13,NA,NA
2206,2010-03-15 06:14:08.479072,2017-06-06 20:02:18.362209,NA,28,13,NA,NA
2227,2010-03-15 06:14:08.738691,2017-06-06 20:02:21.901428,NA,388,13,NA,NA
2234,2010-03-15 06:14:08.823626,2017-06-06 20:02:25.506884,NA,388,13,NA,NA
2215,2010-03-15 06:14:08.589742,2017-06-06 20:14:18.186773,NA,68,13,NA,NA
2248,2010-03-15 06:14:09.003924,2017-06-06 20:14:21.463286,NA,22,13,NA,NA
2249,2010-03-15 06:14:09.016554,2017-06-06 20:14:31.372868,NA,28,13,NA,NA
2304,2010-03-15 06:14:09.704942,2017-06-06 20:14:38.948451,NA,22,13,NA,NA
2399,2010-03-15 06:14:10.861802,2017-06-06 16:16:58.536632,NA,16,13,NA,NA
2436,2010-03-15 06:14:11.428339,2017-06-06 16:17:02.375267,NA,2,13,NA,NA
2317,2010-03-15 06:14:09.866252,2010-03-15 06:14:09.866304,NA,174,147,NA,NA
2318,2010-03-15 06:14:09.878410,2010-03-15 06:14:09.878464,NA,111,147,NA,NA
2315,2010-03-15 06:14:09.841357,2017-06-06 20:19:48.533108,NA,14,13,NA,NA
2321,2010-03-15 06:14:09.915975,2017-06-06 20:19:53.162492,NA,14,13,NA,NA
2323,2010-03-15 06:14:09.940730,2017-06-06 20:19:56.694121,NA,68,13,NA,NA
2325,2010-03-15 06:14:09.965087,2017-06-06 20:20:01.685017,NA,16,13,NA,NA
2330,2010-03-15 06:14:10.024622,2017-06-06 20:20:06.824470,NA,2,13,NA,NA
2331,2010-03-15 06:14:10.036418,2017-06-06 20:20:11.111017,NA,289,13,NA,NA
2332,2010-03-15 06:14:10.048911,2017-06-06 20:20:14.847579,NA,14,13,NA,NA
2444,2010-03-15 06:14:11.537300,2017-06-06 16:17:06.526118,NA,26,13,NA,NA
2829,2010-03-15 06:14:16.117935,2017-06-06 16:18:06.735461,NA,16,13,NA,NA
2333,2010-03-15 06:14:10.061086,2017-06-06 20:20:18.653849,NA,244,13,NA,NA
1084,2010-03-15 06:13:53.514179,2017-06-06 20:29:31.977899,NA,244,13,NA,NA
2337,2010-03-15 06:14:10.110216,2010-03-15 06:14:10.110267,NA,27,147,NA,NA
2433,2010-03-15 06:14:11.388033,2017-06-08 14:11:56.001822,NA,24,147,NA,NA
2341,2010-03-15 06:14:10.160836,2017-06-06 16:34:23.380884,NA,244,13,NA,NA
2352,2010-03-15 06:14:10.278589,2017-06-06 16:34:31.577210,NA,244,13,NA,NA
2372,2010-03-15 06:14:10.529307,2017-06-08 14:12:52.717649,NA,24,147,NA,NA
2342,2010-03-15 06:14:10.169219,2010-03-15 06:14:10.169256,NA,2,13,NA,NA
2357,2010-03-15 06:14:10.342216,2017-06-06 16:34:35.380755,NA,244,13,NA,NA
2377,2010-03-15 06:14:10.591429,2017-06-06 16:35:04.885144,NA,244,13,NA,NA
2385,2010-03-15 06:14:10.687579,2017-06-08 14:12:55.878816,NA,24,147,NA,NA
2347,2010-03-15 06:14:10.217852,2010-03-15 06:14:10.217905,NA,2,13,NA,NA
2397,2010-03-15 06:14:10.836409,2017-06-06 16:35:08.533899,NA,244,13,NA,NA
2402,2010-03-15 06:14:10.897563,2017-06-02 20:13:06.494413,NA,24,147,NA,NA
2420,2010-03-15 06:14:11.121579,2017-06-06 16:35:13.901190,NA,244,13,NA,NA
2339,2010-03-15 06:14:10.135070,2017-06-08 14:14:07.728562,NA,24,147,NA,NA
2343,2010-03-15 06:14:10.177251,2017-06-08 14:14:10.934172,NA,24,147,NA,NA
2348,2010-03-15 06:14:10.230247,2017-06-08 14:14:13.999148,NA,24,147,NA,NA
2374,2010-03-15 06:14:10.552880,2017-06-08 14:14:17.206904,NA,24,147,NA,NA
2398,2010-03-15 06:14:10.848103,2017-06-08 15:16:19.254818,NA,35,147,NA,NA
2356,2010-03-15 06:14:10.330021,2010-03-15 06:14:10.330072,NA,2,13,NA,NA
2427,2010-03-15 06:14:11.288133,2017-06-08 15:16:22.078040,NA,35,147,NA,NA
2358,2010-03-15 06:14:10.355094,2010-03-15 06:14:10.355146,NA,2,13,NA,NA
2424,2010-03-15 06:14:11.247606,2017-06-08 15:18:05.391641,NA,136,147,NA,NA
2360,2010-03-15 06:14:10.379842,2010-03-15 06:14:10.379914,NA,319,23,NA,NA
2441,2010-03-15 06:14:11.506533,2017-06-08 15:21:32.821438,NA,264,147,NA,NA
1272,2010-03-15 06:13:56.026779,2017-06-08 15:26:37.186760,NA,81,55,NA,NA
2314,2010-03-15 06:14:09.828848,2017-06-08 16:18:04.500079,NA,56,109,NA,NA
2364,2010-03-15 06:14:10.429538,2010-03-15 06:14:10.429589,NA,319,23,NA,NA
2316,2010-03-15 06:14:09.853643,2017-06-08 16:19:33.002914,NA,56,109,NA,NA
2416,2010-03-15 06:14:11.073006,2017-06-02 20:13:09.071176,NA,24,147,NA,NA
2223,2010-03-15 06:14:08.689997,2017-06-02 20:21:46.227164,NA,297,147,NA,NA
2326,2010-03-15 06:14:09.976746,2017-06-06 16:47:22.649471,NA,16,13,NA,NA
2369,2010-03-15 06:14:10.493052,2010-03-15 06:14:10.493103,NA,47,2,NA,NA
2371,2010-03-15 06:14:10.517743,2010-03-15 06:14:10.517795,NA,2,13,NA,NA
2327,2010-03-15 06:14:09.989832,2017-06-06 16:47:37.834210,NA,16,13,NA,NA
2334,2010-03-15 06:14:10.073413,2017-06-05 18:31:44.220975,NA,24,147,NA,NA
2375,2010-03-15 06:14:10.565889,2010-03-15 06:14:10.565941,NA,2,13,NA,NA
2378,2010-03-15 06:14:10.603076,2010-03-15 06:14:10.603128,NA,372,177,NA,NA
2380,2010-03-15 06:14:10.628175,2010-03-15 06:14:10.628228,NA,36,109,NA,NA
2383,2010-03-15 06:14:10.664368,2010-03-15 06:14:10.664420,NA,2,13,NA,NA
2388,2010-03-15 06:14:10.724702,2010-03-15 06:14:10.724754,NA,2,13,NA,NA
2392,2010-03-15 06:14:10.774747,2010-03-15 06:14:10.774800,NA,247,147,NA,NA
2393,2010-03-15 06:14:10.786499,2010-03-15 06:14:10.786555,NA,388,172,NA,NA
2394,2010-03-15 06:14:10.799662,2010-03-15 06:14:10.799714,NA,388,187,NA,NA
2395,2010-03-15 06:14:10.811922,2010-03-15 06:14:10.811974,NA,388,187,NA,NA
2396,2010-03-15 06:14:10.824645,2010-03-15 06:14:10.824697,NA,36,109,NA,NA
2401,2010-03-15 06:14:10.885273,2010-03-15 06:14:10.885325,NA,2,13,NA,NA
2403,2010-03-15 06:14:10.910238,2010-03-15 06:14:10.910289,NA,17,147,NA,NA
2391,2010-03-15 06:14:10.761708,2017-06-05 18:34:56.922950,NA,24,147,NA,NA
2409,2010-03-15 06:14:10.984805,2010-03-15 06:14:10.984857,NA,2,13,NA,NA
2426,2010-03-15 06:14:11.274521,2017-06-05 18:35:05.418389,NA,24,147,NA,NA
2412,2010-03-15 06:14:11.022753,2010-03-15 06:14:11.022805,NA,82,179,NA,NA
1263,2010-03-15 06:13:55.919479,2017-06-06 15:39:40.091942,NA,48,55,NA,NA
2415,2010-03-15 06:14:11.061111,2010-03-15 06:14:11.061164,NA,435,172,NA,NA
2350,2010-03-15 06:14:10.254377,2017-06-06 15:47:19.289850,NA,43,55,NA,NA
2417,2010-03-15 06:14:11.084713,2010-03-15 06:14:11.084768,NA,2,13,NA,NA
2421,2010-03-15 06:14:11.204250,2010-03-15 06:14:11.204303,NA,35,147,NA,NA
5030,2010-12-09 19:34:01.750208,2010-12-09 19:34:01.750244,Hernán Monroy Leal,10,408,NA,NA
5094,2011-03-03 18:54:50.301320,2011-03-03 18:54:50.301356,Ana María Arango de Londoño,881,119,NA,imgs/citados/armenia.jpg
2445,2010-03-15 06:14:11.549552,2017-06-06 15:47:25.909879,NA,48,55,NA,NA
2428,2010-03-15 06:14:11.301002,2010-03-15 06:14:11.301055,NA,87,1,NA,NA
2429,2010-03-15 06:14:11.314096,2010-03-15 06:14:11.314148,NA,55,6,NA,NA
2430,2010-03-15 06:14:11.325918,2010-03-15 06:14:11.325970,NA,47,2,NA,NA
2432,2010-03-15 06:14:11.376031,2010-03-15 06:14:11.376085,NA,2,13,NA,NA
2437,2010-03-15 06:14:11.441854,2010-03-15 06:14:11.441906,NA,2,13,NA,NA
2438,2010-03-15 06:14:11.455714,2010-03-15 06:14:11.455771,NA,297,147,NA,NA
2439,2010-03-15 06:14:11.468702,2010-03-15 06:14:11.468754,NA,16,214,NA,NA
2379,2010-03-15 06:14:10.615340,2017-06-06 16:47:47.042137,NA,16,13,NA,NA
2442,2010-03-15 06:14:11.514949,2010-03-15 06:14:11.514991,NA,27,147,NA,NA
2381,2010-03-15 06:14:10.639850,2017-06-06 16:50:30.718642,NA,388,13,NA,NA
2446,2010-03-15 06:14:11.562960,2017-05-26 20:34:49.372690,NA,18,119,NA,NA
2404,2010-03-15 06:14:10.922820,2017-06-01 16:27:11.844290,NA,44,248,NA,NA
2405,2010-03-15 06:14:10.934423,2017-06-01 16:27:19.353026,NA,44,248,NA,NA
2344,2010-03-15 06:14:10.185565,2017-06-01 17:11:45.254805,NA,50,109,NA,NA
2349,2010-03-15 06:14:10.242664,2017-06-01 17:11:49.038193,NA,50,109,NA,NA
2411,2010-03-15 06:14:11.010598,2017-06-01 17:11:51.712405,NA,69,109,NA,NA
2365,2010-03-15 06:14:10.442427,2017-06-06 16:58:15.638148,NA,14,13,NA,NA
2413,2010-03-15 06:14:11.036413,2017-06-06 16:58:19.716364,NA,14,13,NA,NA
2367,2010-03-15 06:14:10.468296,2017-06-01 20:02:18.544489,NA,147,55,NA,NA
2418,2010-03-15 06:14:11.096950,2017-06-06 16:58:26.849307,NA,14,13,NA,NA
2434,2010-03-15 06:14:11.401684,2017-06-06 16:58:30.671241,NA,14,13,NA,NA
2440,2010-03-15 06:14:11.497559,2017-06-06 16:58:35.223748,NA,1,13,NA,NA
2353,2010-03-15 06:14:10.292656,2017-06-06 17:07:06.591198,NA,22,13,NA,NA
2389,2010-03-15 06:14:10.737100,2017-06-06 17:44:52.738139,NA,22,13,NA,NA
2419,2010-03-15 06:14:11.109247,2017-06-06 17:44:56.315069,NA,22,13,NA,NA
2423,2010-03-15 06:14:11.235156,2017-06-06 17:44:59.977840,NA,22,13,NA,NA
2354,2010-03-15 06:14:10.305495,2017-06-06 17:49:00.078398,NA,3,13,NA,NA
2362,2010-03-15 06:14:10.405320,2017-06-06 17:49:03.382246,NA,3,13,NA,NA
2328,2010-03-15 06:14:10.001405,2017-06-06 18:09:46.898649,NA,289,13,NA,NA
2359,2010-03-15 06:14:10.366856,2017-06-06 18:09:54.824496,NA,289,13,NA,NA
2384,2010-03-15 06:14:10.676176,2017-06-06 18:25:46.281204,NA,1,13,NA,NA
2435,2010-03-15 06:14:11.416561,2017-06-06 19:08:37.713597,NA,289,13,NA,NA
2387,2010-03-15 06:14:10.713236,2017-06-06 19:27:26.838748,NA,6,13,NA,NA
2410,2010-03-15 06:14:10.997882,2017-06-06 19:27:47.270515,NA,6,13,NA,NA
2400,2010-03-15 06:14:10.873440,2017-06-06 19:31:26.921387,NA,6,13,NA,NA
2324,2010-03-15 06:14:09.952545,2017-06-06 19:34:36.168095,NA,6,13,NA,NA
2361,2010-03-15 06:14:10.393671,2017-06-06 19:42:15.716725,NA,5,13,NA,NA
2370,2010-03-15 06:14:10.505895,2017-06-06 19:42:21.589025,NA,5,13,NA,NA
2382,2010-03-15 06:14:10.652127,2017-06-06 19:42:26.773281,NA,5,13,NA,NA
2386,2010-03-15 06:14:10.700509,2017-06-06 19:42:32.343361,NA,5,13,NA,NA
2319,2010-03-15 06:14:09.891903,2017-06-06 19:49:58.470891,NA,5,13,NA,NA
2390,2010-03-15 06:14:10.748629,2017-06-06 20:02:28.661865,NA,28,13,NA,NA
2408,2010-03-15 06:14:10.972954,2017-06-06 20:02:32.067237,NA,28,13,NA,NA
2443,2010-03-15 06:14:11.525727,2017-06-06 20:04:18.235603,NA,28,13,NA,NA
2320,2010-03-15 06:14:09.904261,2017-06-06 20:14:42.829243,NA,22,13,NA,NA
2510,2010-03-15 06:14:12.334713,2017-06-06 20:20:34.393464,NA,289,13,NA,NA
2449,2010-03-15 06:14:11.598992,2010-03-15 06:14:11.599043,NA,36,109,NA,NA
2451,2010-03-15 06:14:11.622785,2010-03-15 06:14:11.622895,NA,53,147,NA,NA
2452,2010-03-15 06:14:11.635986,2010-03-15 06:14:11.636038,NA,24,147,NA,NA
2453,2010-03-15 06:14:11.648678,2010-03-15 06:14:11.648732,NA,54,172,NA,NA
2526,2010-03-15 06:14:12.532886,2017-06-02 20:19:11.518589,NA,311,147,NA,NA
2569,2010-03-15 06:14:13.061384,2017-06-02 20:21:54.838928,NA,8,147,NA,NA
2456,2010-03-15 06:14:11.687755,2010-03-15 06:14:11.687810,NA,257,147,NA,NA
2457,2010-03-15 06:14:11.699435,2010-03-15 06:14:11.699468,NA,2,169,NA,NA
2458,2010-03-15 06:14:11.707945,2010-03-15 06:14:11.707980,NA,545,220,NA,NA
2459,2010-03-15 06:14:11.717026,2010-03-15 06:14:11.717060,NA,84,169,NA,NA
2460,2010-03-15 06:14:11.727876,2010-03-15 06:14:11.727923,NA,2,13,NA,NA
2461,2010-03-15 06:14:11.739652,2010-03-15 06:14:11.739698,NA,1,219,NA,NA
2577,2010-03-15 06:14:13.156454,2017-06-06 20:20:37.825963,NA,3,13,NA,NA
2582,2010-03-15 06:14:13.213592,2017-06-06 20:20:41.494714,NA,3,13,NA,NA
2464,2010-03-15 06:14:11.769850,2010-03-15 06:14:11.769883,NA,2,13,NA,NA
3692,2010-03-15 06:14:26.824212,2017-06-02 20:22:23.794800,NA,8,147,NA,NA
1089,2010-03-15 06:13:53.579975,2017-06-06 20:29:35.855200,NA,14,13,NA,NA
2467,2010-03-15 06:14:11.797984,2010-03-15 06:14:11.798022,NA,65,147,NA,NA
2468,2010-03-15 06:14:11.806625,2010-03-15 06:14:11.806662,NA,2,13,NA,NA
2448,2010-03-15 06:14:11.586747,2017-06-06 16:17:10.080425,NA,16,13,NA,NA
2470,2010-03-15 06:14:11.829696,2010-03-15 06:14:11.829748,NA,2,13,NA,NA
2554,2010-03-15 06:14:12.873340,2017-06-06 16:17:13.852572,NA,16,13,NA,NA
2473,2010-03-15 06:14:11.867785,2010-03-15 06:14:11.867837,NA,388,13,NA,NA
2513,2010-03-15 06:14:12.374475,2017-06-07 19:52:07.722822,NA,31,55,NA,NA
2475,2010-03-15 06:14:11.892511,2010-03-15 06:14:11.892563,NA,19,147,NA,NA
2476,2010-03-15 06:14:11.905509,2010-03-15 06:14:11.905561,NA,388,109,NA,NA
2477,2010-03-15 06:14:11.918081,2010-03-15 06:14:11.918133,NA,210,172,NA,NA
2478,2010-03-15 06:14:11.931034,2010-03-15 06:14:11.931087,NA,210,169,NA,NA
2465,2010-03-15 06:14:11.778278,2017-06-05 18:35:08.966335,NA,24,147,NA,NA
2455,2010-03-15 06:14:11.674373,2017-06-08 14:14:20.280896,NA,24,147,NA,NA
2548,2010-03-15 06:14:12.798815,2017-06-05 18:42:50.060271,NA,24,147,NA,NA
2568,2010-03-15 06:14:13.048304,2017-06-08 14:40:31.003867,NA,149,171,NA,NA
2483,2010-03-15 06:14:11.993634,2010-03-15 06:14:11.993686,NA,264,147,NA,NA
2547,2010-03-15 06:14:12.786992,2017-06-08 15:23:33.105847,NA,264,147,NA,NA
2489,2010-03-15 06:14:12.069360,2017-06-08 15:37:06.895479,NA,43,55,NA,NA
2517,2010-03-15 06:14:12.423363,2017-06-08 15:49:56.131841,NA,86,147,NA,NA
2533,2010-03-15 06:14:12.610349,2017-06-08 16:12:52.285873,NA,69,109,NA,NA
3027,2010-03-15 06:14:18.745330,2017-06-06 16:19:19.586251,NA,16,13,NA,NA
2469,2010-03-15 06:14:11.818111,2017-06-05 19:27:38.112783,NA,82,240,NA,NA
2494,2010-03-15 06:14:12.133940,2010-03-15 06:14:12.133992,NA,47,2,NA,NA
2471,2010-03-15 06:14:11.842907,2017-06-05 19:27:41.659055,NA,82,240,NA,NA
2496,2010-03-15 06:14:12.161144,2010-03-15 06:14:12.161200,NA,2,13,NA,NA
2498,2010-03-15 06:14:12.186729,2010-03-15 06:14:12.186785,NA,47,2,NA,NA
2566,2010-03-15 06:14:13.023621,2017-06-06 16:29:09.148232,NA,7,13,NA,NA
2505,2010-03-15 06:14:12.273754,2010-03-15 06:14:12.273806,NA,2,13,NA,NA
2506,2010-03-15 06:14:12.285632,2010-03-15 06:14:12.285685,NA,111,147,NA,NA
1386,2010-03-15 06:13:57.548755,2017-06-06 15:40:11.722629,NA,48,55,NA,NA
2508,2010-03-15 06:14:12.311061,2010-03-15 06:14:12.311115,NA,16,214,NA,NA
2512,2010-03-15 06:14:12.360622,2010-03-15 06:14:12.360675,NA,93,147,NA,NA
1729,2010-03-15 06:14:02.369797,2017-06-06 15:41:10.659934,NA,1,55,NA,NA
2462,2010-03-15 06:14:11.749759,2017-06-06 16:35:17.471761,NA,244,13,NA,NA
2518,2010-03-15 06:14:12.435031,2010-03-15 06:14:12.435083,NA,281,147,NA,NA
2523,2010-03-15 06:14:12.497424,2010-03-15 06:14:12.497476,NA,171,147,NA,NA
2463,2010-03-15 06:14:11.760614,2017-06-06 16:35:21.049997,NA,244,13,NA,NA
2487,2010-03-15 06:14:12.044157,2017-06-06 16:35:24.689694,NA,244,13,NA,NA
2488,2010-03-15 06:14:12.057375,2017-06-06 16:35:28.839822,NA,244,13,NA,NA
2530,2010-03-15 06:14:12.579671,2010-03-15 06:14:12.579708,NA,22,207,NA,NA
2531,2010-03-15 06:14:12.590261,2010-03-15 06:14:12.590303,NA,2,13,NA,NA
2573,2010-03-15 06:14:13.110535,2017-06-06 15:44:24.748941,NA,550,55,NA,NA
2514,2010-03-15 06:14:12.386656,2017-06-06 15:47:33.271334,NA,119,55,NA,NA
2525,2010-03-15 06:14:12.521022,2017-06-06 15:47:36.781439,NA,265,55,NA,NA
2493,2010-03-15 06:14:12.121960,2017-06-06 16:35:32.309827,NA,244,13,NA,NA
2538,2010-03-15 06:14:12.673050,2010-03-15 06:14:12.673104,NA,2,13,NA,NA
2539,2010-03-15 06:14:12.684823,2010-03-15 06:14:12.684875,NA,87,1,NA,NA
2499,2010-03-15 06:14:12.199143,2017-06-06 16:35:36.398348,NA,244,13,NA,NA
2541,2010-03-15 06:14:12.708709,2017-06-06 16:35:49.789216,NA,244,13,NA,NA
2546,2010-03-15 06:14:12.771246,2010-03-15 06:14:12.771298,NA,27,147,NA,NA
2556,2010-03-15 06:14:12.898764,2017-06-06 16:35:53.575025,NA,244,13,NA,NA
2551,2010-03-15 06:14:12.836135,2010-03-15 06:14:12.836187,NA,16,214,NA,NA
2557,2010-03-15 06:14:12.912071,2010-03-15 06:14:12.912122,NA,253,147,NA,NA
2558,2010-03-15 06:14:12.923683,2010-03-15 06:14:12.923734,NA,27,147,NA,NA
2559,2010-03-15 06:14:12.936543,2010-03-15 06:14:12.936595,NA,170,147,NA,NA
2561,2010-03-15 06:14:12.961296,2010-03-15 06:14:12.961349,NA,388,172,NA,NA
1994,2010-03-15 06:14:05.560402,2017-06-06 16:43:13.824141,NA,16,13,NA,NA
2564,2010-03-15 06:14:12.998540,2010-03-15 06:14:12.998595,NA,157,147,NA,NA
2509,2010-03-15 06:14:12.322732,2017-06-06 16:48:04.384763,NA,16,13,NA,NA
2570,2010-03-15 06:14:13.073314,2010-03-15 06:14:13.073367,NA,2,13,NA,NA
2516,2010-03-15 06:14:12.410705,2017-06-06 16:48:09.008109,NA,16,13,NA,NA
2572,2010-03-15 06:14:13.098661,2010-03-15 06:14:13.098716,NA,17,147,NA,NA
2521,2010-03-15 06:14:12.474210,2017-06-06 16:48:15.418958,NA,16,13,NA,NA
2524,2010-03-15 06:14:12.509252,2017-06-06 16:48:19.929276,NA,16,13,NA,NA
2575,2010-03-15 06:14:13.135067,2010-03-15 06:14:13.135119,NA,550,147,NA,NA
2578,2010-03-15 06:14:13.165390,2010-03-15 06:14:13.165432,NA,149,126,NA,NA
2511,2010-03-15 06:14:12.346623,2017-06-06 16:50:34.517076,NA,5,13,NA,NA
2581,2010-03-15 06:14:13.201352,2010-03-15 06:14:13.201403,NA,8,147,NA,NA
2583,2010-03-15 06:14:13.225230,2010-03-15 06:14:13.225282,NA,1,147,NA,NA
2474,2010-03-15 06:14:11.879354,2017-06-06 16:58:40.203922,NA,388,13,NA,NA
2580,2010-03-15 06:14:13.189791,2017-05-26 20:53:14.152366,NA,11,126,NA,NA
2482,2010-03-15 06:14:11.979351,2017-06-06 16:58:43.567761,NA,14,13,NA,NA
2545,2010-03-15 06:14:12.758850,2017-06-06 16:58:46.680763,NA,14,13,NA,NA
2553,2010-03-15 06:14:12.860599,2017-06-06 16:58:51.019256,NA,14,13,NA,NA
2497,2010-03-15 06:14:12.173226,2017-06-06 17:02:34.426094,NA,7,13,NA,NA
2454,2010-03-15 06:14:11.661248,2017-06-01 16:30:53.612773,NA,44,248,NA,NA
2495,2010-03-15 06:14:12.147770,2017-06-01 16:30:57.482635,NA,44,248,NA,NA
2507,2010-03-15 06:14:12.298422,2017-06-01 16:31:01.449209,NA,44,248,NA,NA
2540,2010-03-15 06:14:12.696995,2017-06-01 16:31:04.977066,NA,44,248,NA,NA
2490,2010-03-15 06:14:12.082283,2017-06-01 17:11:55.236470,NA,50,109,NA,NA
2535,2010-03-15 06:14:12.634564,2017-06-01 17:11:59.196190,NA,50,109,NA,NA
2542,2010-03-15 06:14:12.721515,2017-06-01 17:12:02.581451,NA,50,109,NA,NA
2536,2010-03-15 06:14:12.646346,2017-06-01 18:09:39.100868,NA,40,109,NA,NA
2480,2010-03-15 06:14:11.954691,2017-06-06 17:49:24.084701,NA,3,13,NA,NA
2491,2010-03-15 06:14:12.096560,2017-06-06 17:49:27.530570,NA,3,13,NA,NA
2502,2010-03-15 06:14:12.236133,2017-06-06 17:49:31.054387,NA,3,13,NA,NA
2574,2010-03-15 06:14:13.123418,2017-06-01 20:11:08.635279,NA,550,294,NA,NA
2584,2010-03-15 06:14:13.236880,2017-06-01 20:11:11.980951,NA,551,294,NA,NA
2515,2010-03-15 06:14:12.398989,2017-06-06 17:49:34.639392,NA,3,13,NA,NA
2567,2010-03-15 06:14:13.036537,2017-06-06 17:49:38.087021,NA,3,13,NA,NA
